name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Citrobacter	544	G	5	134	139	0.00426
Kosakonia	1330547	G	4	5	9	0.00028
Cronobacter	413496	G	4	7	11	0.00035
Salmonella	590	G	4	501	505	0.01541
Escherichia	561	G	4	143	147	0.00450
Leclercia	83654	G	3	6	9	0.00028
Pluralibacter	1330546	G	2	1	3	0.00012
Lelliottia	1330545	G	2	1	3	0.00012
Kluyvera	579	G	1	2	3	0.00011
Pseudescherichia	2055880	G	1	0	1	0.00004
Yokenella	158876	G	1	1	2	0.00008
Raoultella	160674	G	1	3	4	0.00013
Gibbsiella	929812	G	1	0	1	0.00005
Dickeya	204037	G	9	3	12	0.00038
Sodalis	84565	G	8	1	9	0.00029
Pectobacterium	122277	G	6	2	8	0.00025
Lonsdalea	1082702	G	3	2	5	0.00016
Serratia	613	G	16	17	33	0.00102
Yersinia	629	G	2	1	3	0.00010
Nissabacter	1964366	G	2	2	4	0.00013
Pantoea	53335	G	13	10	23	0.00071
Tatumella	82986	G	6	3	9	0.00030
Erwinia	551	G	2	1	3	0.00011
Mixta	2100764	G	2	1	3	0.00011
Morganella	581	G	5	18	23	0.00072
Providencia	586	G	1	0	1	0.00003
Xenorhabdus	626	G	1	0	1	0.00005
Hafnia	568	G	1	0	1	0.00003
Obesumbacterium	82982	G	1	2	3	0.00010
Leminorella	82980	G	2	1	3	0.00010
Methylophaga	40222	G	139	221	360	0.01098
Hydrogenovibrio	28884	G	9	2	11	0.00036
Thiomicrorhabdus	2039723	G	8	1	9	0.00028
Thiomicrospira	933	G	3	5	8	0.00027
Xanthomonas	338	G	32	26	58	0.00180
Stenotrophomonas	40323	G	22	37	59	0.00180
Lysobacter	68	G	19	8	27	0.00082
Luteimonas	83614	G	8	6	14	0.00043
Thermomonas	141948	G	4	2	6	0.00021
Xylella	2370	G	2	3	5	0.00017
Pseudoxanthomonas	83618	G	1	1	2	0.00006
Arenimonas	490567	G	1	0	1	0.00005
Ahniella	2233801	G	8	0	8	0.00027
Frateuria	70411	G	6	3	9	0.00030
Dyella	231454	G	6	2	8	0.00027
Rhodanobacter	75309	G	3	2	5	0.00016
Dokdonella	323413	G	3	2	5	0.00016
Luteibacter	242605	G	1	0	1	0.00004
Aerosticca	2707020	G	1	23	24	0.00076
Halomonas	2745	G	62	32	94	0.00289
Cobetia	204286	G	3	1	4	0.00013
Salinicola	404432	G	3	1	4	0.00013
Kushneria	504090	G	3	0	3	0.00011
Chromohalobacter	42054	G	2	0	2	0.00009
Alcanivorax	59753	G	12	30	42	0.00131
Ketobacter	2025617	G	2	1	3	0.00010
Saccharospirillum	231683	G	6	1	7	0.00022
Gynuella	1445504	G	3	0	3	0.00011
Reinekea	230494	G	2	0	2	0.00007
Marinomonas	28253	G	2	1	3	0.00009
Thalassolituus	187492	G	2	3	5	0.00015
Bacterioplanes	1537406	G	2	0	2	0.00008
Marinobacterium	48075	G	1	0	1	0.00004
Oleispira	188907	G	1	0	1	0.00004
Endozoicomonas	305899	G	4	1	5	0.00016
Oleiphilus	141450	G	3	1	4	0.00015
Hahella	158481	G	3	0	3	0.00011
Kangiella	261963	G	2	0	2	0.00007
Microbulbifer	48073	G	23	6	29	0.00090
Cellvibrio	10	G	12	1	13	0.00043
Saccharophagus	316625	G	2	0	2	0.00007
Simiduia	447467	G	2	0	2	0.00007
Halioglobus	1217416	G	6	0	6	0.00021
Kineobactrum	2678529	G	3	2	5	0.00016
Spongiibacter	630749	G	5	7	12	0.00037
Oceanicoccus	1084558	G	3	0	3	0.00010
Zhongshania	1434050	G	1	0	1	0.00004
Thioalkalivibrio	106633	G	7	10	17	0.00053
Alkalilimnicola	133193	G	3	1	4	0.00014
Spiribacter	1335745	G	3	0	3	0.00012
Acidihalobacter	1765964	G	3	2	5	0.00017
Marichromatium	85076	G	6	2	8	0.00026
Nitrosococcus	1227	G	4	3	7	0.00024
Thiocystis	13724	G	2	0	2	0.00007
Allochromatium	85072	G	1	0	1	0.00004
Thermochromatium	85073	G	1	0	1	0.00004
Sulfuriflexus	1860077	G	4	0	4	0.00013
Granulosicoccus	437504	G	3	0	3	0.00010
Woeseia	1738655	G	5	0	5	0.00016
Halothiobacillus	109262	G	4	1	5	0.00017
Wenzhouxiangella	1676142	G	3	0	3	0.00011
Sulfurivermis	2034504	G	1	9	10	0.00033
Aeromonas	642	G	32	48	80	0.00246
Zobellella	347533	G	7	4	11	0.00036
Oceanimonas	129577	G	3	1	4	0.00015
Tolumonas	43947	G	2	6	8	0.00026
Oceanisphaera	225143	G	1	0	1	0.00005
Vibrio	662	G	20	9	29	0.00090
Salinivibrio	51366	G	5	1	6	0.00021
Enterovibrio	188143	G	3	0	3	0.00010
Grimontia	246861	G	3	1	4	0.00015
Methylomonas	416	G	14	2	16	0.00052
Methylomicrobium	39773	G	4	1	5	0.00016
Candidatus Methylospira	1808977	G	2	0	2	0.00008
Methylovulum	762296	G	1	131	132	0.00402
Candidatus Reidiella	2738850	G	4	0	4	0.00013
Sedimenticola	349742	G	3	0	3	0.00010
Thiolapillus	1608298	G	3	0	3	0.00010
Candidatus Thioglobus	655184	G	2	0	2	0.00007
Pseudohongiella	1524249	G	2	0	2	0.00007
Actinobacillus	713	G	2	0	2	0.00006
Mannheimia	75984	G	2	3	5	0.00017
Haemophilus	724	G	1	3	4	0.00014
Pasteurella	745	G	1	12	13	0.00043
Salinisphaera	180541	G	6	1	7	0.00021
Legionella	445	G	3	0	3	0.00011
Aquicella	254245	G	2	0	2	0.00006
Sulfurifustis	1692042	G	2	0	2	0.00007
Sulfuricaulis	1744881	G	1	0	1	0.00004
Solimonas	413435	G	2	0	2	0.00008
Frischella	1335631	G	1	1	2	0.00008
Burkholderia	32008	G	43	57	100	0.00307
Cupriavidus	106589	G	38	126	164	0.00502
Ralstonia	48736	G	16	28	44	0.00136
Pandoraea	93217	G	9	21	30	0.00093
Paraburkholderia	1822464	G	8	18	26	0.00080
Polynucleobacter	44013	G	1	0	1	0.00004
Mycoavidus	1810868	G	1	0	1	0.00004
Massilia	149698	G	40	30	70	0.00215
Collimonas	202907	G	6	3	9	0.00029
Undibacterium	401469	G	6	2	8	0.00027
Herbaspirillum	963	G	5	2	7	0.00022
Janthinobacterium	29580	G	4	4	8	0.00026
Oxalobacter	846	G	2	0	2	0.00008
Duganella	75654	G	1	1	2	0.00007
Herminiimonas	303379	G	1	14	15	0.00046
Noviherbaspirillum	1344552	G	1	0	1	0.00005
Achromobacter	222	G	25	141	166	0.00506
Bordetella	517	G	23	47	70	0.00215
Pusillimonas	305976	G	6	10	16	0.00051
Orrella	1921582	G	4	10	14	0.00045
Pigmentiphaga	152267	G	2	0	2	0.00009
Kerstersia	257820	G	1	1	2	0.00009
Variovorax	34072	G	13	25	38	0.00118
Acidovorax	12916	G	12	34	46	0.00140
Comamonas	283	G	12	78	90	0.00276
Rhodoferax	28065	G	6	7	13	0.00042
Hydrogenophaga	47420	G	3	18	21	0.00065
Ottowia	219181	G	3	1	4	0.00015
Melaminivora	1649468	G	2	15	17	0.00053
Diaphorobacter	238749	G	2	0	2	0.00008
Hylemonella	232523	G	1	0	1	0.00004
Serpentinomonas	2490452	G	1	1	2	0.00007
Rubrivivax	28067	G	6	6	12	0.00039
Roseateles	93681	G	3	1	4	0.00015
Mitsuaria	65047	G	2	1	3	0.00010
Rhizobacter	212743	G	2	1	3	0.00010
Inhella	644355	G	2	7	9	0.00028
Methylovorus	81682	G	5	1	6	0.00020
Methylotenera	359407	G	4	2	6	0.00019
Methylophilus	16	G	2	26	28	0.00086
Methylobacillus	404	G	1	2	3	0.00011
Candidatus Methylopumilus	1679002	G	1	0	1	0.00003
Methyloversatilis	378210	G	7	4	11	0.00034
Denitratisoma	311181	G	2	26	28	0.00087
Sulfuriferula	1778653	G	5	6	11	0.00035
Sulfuricella	935200	G	2	0	2	0.00009
Ferriphaselus	1443590	G	2	0	2	0.00009
Sideroxydans	314343	G	1	14	15	0.00049
Nitrosomonas	914	G	2	2	4	0.00013
Nitrosospira	35798	G	1	0	1	0.00003
Aquitalea	407217	G	12	7	19	0.00061
Chromobacterium	535	G	4	3	7	0.00024
Vogesella	57739	G	3	2	5	0.00017
Laribacter	168470	G	3	20	23	0.00071
Neisseria	482	G	4	10	14	0.00043
Simonsiella	71	G	1	2	3	0.00010
Thauera	33057	G	10	79	89	0.00272
Azoarcus	12960	G	6	4	10	0.00033
Azospira	146937	G	5	37	42	0.00130
Oryzomicrobium	1911577	G	3	2	5	0.00017
Dechloromonas	73029	G	3	1	4	0.00014
Casimicrobium	2706000	G	2	9	11	0.00036
Melittangium	44	G	8	2	10	0.00031
Archangium	47	G	3	0	3	0.00011
Cystobacter	42	G	1	0	1	0.00004
Myxococcus	32	G	4	0	4	0.00015
Corallococcus	83461	G	1	0	1	0.00004
Vulgatibacter	1524214	G	2	0	2	0.00007
Sorangium	39643	G	5	3	8	0.00027
Haliangium	162027	G	1	0	1	0.00003
Geobacter	28231	G	13	6	19	0.00060
Geoalkalibacter	392332	G	1	1	2	0.00008
Desulfuromonas	890	G	1	0	1	0.00004
Desulfobacter	2289	G	3	0	3	0.00010
Desulfosarcina	2299	G	3	1	4	0.00014
Desulfatibacillum	218207	G	2	0	2	0.00006
Desulfococcus	896	G	1	0	1	0.00005
Desulfobulbus	893	G	2	0	2	0.00007
Desulfopila	429014	G	1	0	1	0.00004
Desulfovibrio	872	G	3	1	4	0.00015
Pseudodesulfovibrio	2035811	G	2	1	3	0.00010
Desulfohalobium	45662	G	1	4	5	0.00016
Desulfomonile	2357	G	2	0	2	0.00006
Acidithiobacillus	119977	G	5	2	7	0.00022
Bdellovibrio	958	G	4	0	4	0.00013
Mariprofundus	377315	G	1	0	1	0.00004
Mycolicibacterium	1866885	G	24	9	33	0.00103
Mycobacterium	1763	G	17	3	20	0.00063
Mycobacteroides	670516	G	4	0	4	0.00014
Mycolicibacillus	2126281	G	3	2	5	0.00015
Rhodococcus	1827	G	18	9	27	0.00084
Nocardia	1817	G	11	3	14	0.00043
Corynebacterium	1716	G	19	9	28	0.00086
Gordonia	2053	G	10	7	17	0.00053
Tsukamurella	2060	G	7	4	11	0.00035
Dietzia	37914	G	2	1	3	0.00009
Streptomyces	1883	G	110	52	162	0.00494
Kitasatospora	2063	G	3	2	5	0.00017
Microbacterium	33882	G	10	2	12	0.00040
Leucobacter	55968	G	4	1	5	0.00016
Curtobacterium	2034	G	3	1	4	0.00015
Rathayibacter	33886	G	3	0	3	0.00011
Agrococcus	46352	G	2	0	2	0.00008
Marisediminicola	1230698	G	2	0	2	0.00008
Salinibacterium	235888	G	2	0	2	0.00008
Lysinimonas	1434018	G	1	0	1	0.00005
Leifsonia	110932	G	1	0	1	0.00004
Glutamicibacter	1742989	G	8	4	12	0.00038
Arthrobacter	1663	G	6	3	9	0.00028
Renibacterium	1645	G	3	0	3	0.00011
Rothia	32207	G	3	2	5	0.00016
Paenarthrobacter	1742992	G	2	6	8	0.00027
Pseudarthrobacter	1742993	G	2	0	2	0.00007
Micrococcus	1269	G	1	1	2	0.00009
Kocuria	57493	G	1	1	2	0.00006
Sinomonas	596707	G	1	0	1	0.00004
Arsenicicoccus	267408	G	5	5	10	0.00033
Janibacter	53457	G	3	2	5	0.00015
Serinicoccus	265976	G	3	2	5	0.00018
Ruania	626119	G	2	0	2	0.00007
Haloactinobacterium	1331737	G	1	0	1	0.00004
Cellulomonas	1707	G	2	1	3	0.00012
Brachybacterium	43668	G	2	0	2	0.00008
Cellulosimicrobium	157920	G	1	0	1	0.00006
Brevibacterium	1696	G	1	1	2	0.00009
Dermacoccus	57495	G	1	0	1	0.00006
Microlunatus	29404	G	6	0	6	0.00021
Tessaracoccus	72763	G	3	1	4	0.00013
Propionibacterium	1743	G	2	0	2	0.00009
Propioniciclava	1085622	G	2	1	3	0.00011
Acidipropionibacterium	1912215	G	1	0	1	0.00006
Aeromicrobium	2040	G	5	2	7	0.00022
Nocardioides	1839	G	2	2	4	0.00013
Friedmanniella	53387	G	2	1	3	0.00009
Micropruina	116071	G	1	0	1	0.00004
Amycolatopsis	1813	G	12	3	15	0.00047
Pseudonocardia	1847	G	5	1	6	0.00021
Actinoalloteichus	65496	G	3	0	3	0.00010
Lentzea	165301	G	2	0	2	0.00008
Saccharopolyspora	1835	G	1	0	1	0.00004
Saccharothrix	2071	G	1	0	1	0.00004
Actinosynnema	40566	G	1	0	1	0.00005
Micromonospora	1873	G	9	4	13	0.00041
Actinoplanes	1865	G	7	2	9	0.00028
Plantactinospora	673534	G	4	1	5	0.00017
Actinomadura	1988	G	5	2	7	0.00021
Thermomonospora	2019	G	2	0	2	0.00009
Streptosporangium	2000	G	2	0	2	0.00008
Nonomuraea	83681	G	1	0	1	0.00004
Nocardiopsis	2013	G	1	0	1	0.00004
Streptomonospora	104204	G	1	0	1	0.00004
Frankia	1854	G	8	2	10	0.00031
Actinomyces	1654	G	6	1	7	0.00023
Bifidobacterium	1678	G	6	5	11	0.00035
Modestobacter	88138	G	2	1	3	0.00010
Blastococcus	38501	G	1	1	2	0.00008
Thermobispora	147067	G	1	0	1	0.00004
Rubrobacter	42255	G	4	0	4	0.00013
Collinsella	102106	G	1	3	4	0.00014
Egicoccus	1755825	G	1	0	1	0.00004
Paenibacillus	44249	G	39	8	47	0.00144
Thermobacillus	76632	G	4	0	4	0.00014
Brevibacillus	55080	G	1	0	1	0.00003
Bacillus	1386	G	11	15	26	0.00082
Staphylococcus	1279	G	2	8	10	0.00032
Sporosarcina	1569	G	1	1	2	0.00006
Solibacillus	648800	G	1	1	2	0.00008
Laceyella	292635	G	2	1	3	0.00010
Streptococcus	1301	G	3	9	12	0.00038
Lactobacillus	1578	G	2	1	3	0.00011
Leuconostoc	1243	G	2	1	3	0.00010
Enterococcus	1350	G	1	0	1	0.00003
Clostridium	1485	G	11	3	14	0.00045
Desulfitobacterium	36853	G	1	0	1	0.00004
Thermincola	278993	G	1	0	1	0.00003
Faecalibacterium	216851	G	2	4	6	0.00019
Eubacterium	1730	G	1	0	1	0.00004
Massilistercora	2717089	G	1	1	2	0.00009
Symbiobacterium	2733	G	1	0	1	0.00003
Pseudoclostridium	2304693	G	1	0	1	0.00005
Moorella	44260	G	5	0	5	0.00016
Natranaerobius	375928	G	1	0	1	0.00003
Phascolarctobacterium	33024	G	1	0	1	0.00003
Megasphaera	906	G	1	2	3	0.00010
Prochlorococcus	1218	G	27	2	29	0.00090
Synechococcus	1129	G	7	0	7	0.00022
Acaryochloris	155977	G	1	0	1	0.00003
Pseudanabaena	1152	G	1	0	1	0.00003
Leptolyngbya	47251	G	1	0	1	0.00003
Geitlerinema	63132	G	1	0	1	0.00005
Arthrospira	35823	G	1	1	2	0.00006
Scytonema	1203	G	1	0	1	0.00003
Gloeomargarita	1188227	G	1	0	1	0.00003
Marinithermus	186191	G	6	0	6	0.00020
Thermus	270	G	1	0	1	0.00004
Deinococcus	1298	G	6	0	6	0.00020
Dehalogenimonas	670486	G	2	12	14	0.00043
Caldilinea	233191	G	2	0	2	0.00006
Tepidiforma	2682228	G	2	0	2	0.00006
Chloroflexus	1107	G	1	0	1	0.00003
Sphaerobacter	2056	G	1	0	1	0.00003
Brevefilum	2019482	G	1	1	2	0.00006
Mycoplasma	2093	G	1	0	1	0.00004
Hymenobacter	89966	G	10	0	10	0.00031
Spirosoma	107	G	5	0	5	0.00016
Fibrella	861914	G	4	0	4	0.00012
Echinicola	390846	G	1	0	1	0.00003
Chryseolinea	1433993	G	1	0	1	0.00003
Duncaniella	2518495	G	4	0	4	0.00013
Fermentimonas	1784836	G	3	0	3	0.00011
Bacteroides	816	G	2	0	2	0.00008
Paludibacter	346096	G	2	0	2	0.00006
Alistipes	239759	G	1	0	1	0.00004
Butyricimonas	574697	G	1	1	2	0.00008
Rhodothermus	29548	G	6	0	6	0.00020
Salinibacter	146918	G	2	0	2	0.00006
Flavisolibacter	398041	G	3	0	3	0.00009
Chitinophaga	79328	G	2	0	2	0.00006
Niabella	379899	G	2	0	2	0.00006
Niastella	354354	G	1	0	1	0.00003
Panacibacter	1874621	G	1	0	1	0.00003
Chryseobacterium	59732	G	3	0	3	0.00012
Aquimarina	290174	G	1	0	1	0.00003
Flavobacterium	237	G	1	0	1	0.00004
Muricauda	111500	G	1	0	1	0.00003
Maribacter	252356	G	1	0	1	0.00004
Mucilaginibacter	423349	G	3	0	3	0.00010
Sphingobacterium	28453	G	1	0	1	0.00003
Chlorobaculum	256319	G	1	0	1	0.00003
Pelodictyon	1099	G	1	0	1	0.00003
Fibrobacter	832	G	2	26	28	0.00086
Gemmata	113	G	2	0	2	0.00006
Planctopirus	1649480	G	1	0	1	0.00003
Aquisphaera	1511635	G	1	0	1	0.00003
Anaerohalosphaera	2690159	G	2	0	2	0.00006
Verrucomicrobium	2735	G	6	0	6	0.00019
Luteolibacter	518753	G	1	0	1	0.00003
Opitutus	178440	G	1	0	1	0.00003
Lacunisphaera	1961799	G	1	0	1	0.00003
Nibricoccus	2576890	G	1	0	1	0.00003
Coraliomargarita	442430	G	3	2	5	0.00015
Kiritimatiella	1921784	G	1	2	3	0.00011
Terriglobus	392733	G	4	0	4	0.00012
Granulicella	940557	G	2	0	2	0.00006
Sphaerochaeta	399320	G	1	0	1	0.00003
Salinispira	1616789	G	1	0	1	0.00003
Sediminispirochaeta	1911556	G	1	0	1	0.00003
Leptospira	171	G	2	0	2	0.00006
Nitrospira	1234	G	2	0	2	0.00006
Thermosulfidibacter	412592	G	1	0	1	0.00003
Desulfurispirillum	393029	G	1	1	2	0.00007
Aminomonas	81411	G	1	0	1	0.00003
Halorubrum	56688	G	5	0	5	0.00016
Haloplanus	376170	G	3	0	3	0.00009
Halobacterium	2239	G	3	1	4	0.00015
Salinarchaeum	1269201	G	2	0	2	0.00006
Halostagnicola	353799	G	1	0	1	0.00003
Methanoregula	395331	G	1	0	1	0.00003
