name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Ensifer	106591	G	31	93	124	0.00278
Georhizobium	2661800	G	22	87	109	0.00245
Shinella	323620	G	19	132	151	0.00339
Bradyrhizobium	374	G	237	177	414	0.00928
Bosea	85413	G	81	109	190	0.00426
Rhodopseudomonas	1073	G	24	67	91	0.00205
Variibacter	1649510	G	16	10	26	0.00060
Tardiphaga	1395974	G	12	0	12	0.00027
Nitrobacter	911	G	11	11	22	0.00050
Afipia	1033	G	1	4	5	0.00013
Oligotropha	40136	G	1	2	3	0.00007
Mesorhizobium	68287	G	209	353	562	0.01261
Hoeflea	274591	G	25	15	40	0.00091
Chelativorans	449972	G	20	24	44	0.00101
Salaquimonas	2712688	G	20	6	26	0.00060
Aminobacter	31988	G	19	65	84	0.00189
Roseitalea	1915401	G	18	26	44	0.00099
Phyllobacterium	28100	G	9	14	23	0.00052
Nitratireductor	245876	G	8	11	19	0.00043
Oricola	1594166	G	6	8	14	0.00032
Devosia	46913	G	67	49	116	0.00262
Hyphomicrobium	81	G	46	30	76	0.00171
Filomicrobium	119044	G	12	2	14	0.00033
Pelagibacterium	1082930	G	10	15	25	0.00056
Blastochloris	59282	G	8	17	25	0.00057
Rhodomicrobium	1068	G	6	3	9	0.00020
Youhaiella	1827478	G	6	8	14	0.00032
Rhodoplanes	29407	G	4	4	8	0.00020
Maritalea	623276	G	3	0	3	0.00009
Methylobacterium	407	G	68	66	134	0.00302
Methylorubrum	2282523	G	22	81	103	0.00232
Microvirga	186650	G	18	25	43	0.00097
Pyruvatibacter	1742974	G	51	33	84	0.00190
Candidatus Phaeomarinobacter	1541445	G	27	7	34	0.00077
Parvibaculum	256616	G	15	209	224	0.00503
Pseudolabrys	556257	G	30	58	88	0.00198
Labrys	204476	G	15	14	29	0.00065
Azorhizobium	6	G	12	22	34	0.00077
Starkeya	152053	G	11	27	38	0.00086
Xanthobacter	279	G	8	40	48	0.00109
Ancylobacter	99	G	7	23	30	0.00069
Methylocystis	133	G	39	32	71	0.00160
Methylosinus	425	G	20	34	54	0.00122
Terasakiella	196080	G	16	2	18	0.00041
Methyloceanibacter	1484898	G	25	12	37	0.00084
Nordella	169055	G	11	5	16	0.00036
Hartmannibacter	1572860	G	11	21	32	0.00073
Methyloligella	1485594	G	10	9	19	0.00043
Pseudorhodoplanes	1734920	G	3	2	5	0.00012
Ochrobactrum	528	G	39	160	199	0.00446
Brucella	234	G	16	29	45	0.00101
Cohaesibacter	655352	G	28	9	37	0.00085
Breoghania	1406135	G	14	17	31	0.00071
Martelella	293088	G	31	97	128	0.00289
Aureimonas	414371	G	10	56	66	0.00149
Methylocella	120652	G	14	12	26	0.00060
Methylovirgula	1156568	G	3	3	6	0.00015
Beijerinckia	532	G	1	0	1	0.00004
Chelatococcus	28209	G	19	35	54	0.00121
Bartonella	773	G	7	7	14	0.00032
Lichenihabitans	2723776	G	7	6	13	0.00030
Sphingomonas	13687	G	292	375	667	0.01494
Sphingobium	165695	G	127	499	626	0.01404
Sphingopyxis	165697	G	72	131	203	0.00456
Novosphingobium	165696	G	60	76	136	0.00306
Sphingorhabdus	1434046	G	54	9	63	0.00143
Parasphingopyxis	1234545	G	16	2	18	0.00042
Sphingosinicella	335405	G	13	3	16	0.00037
Zymomonas	541	G	12	16	28	0.00064
Tardibacter	2685927	G	8	54	62	0.00140
Sphingosinithalassobacter	2676233	G	7	17	24	0.00055
Rhizorhabdus	1649486	G	4	17	21	0.00047
Blastomonas	150203	G	3	0	3	0.00007
Citromicrobium	72173	G	2	5	7	0.00016
Erythrobacter	1041	G	125	135	260	0.00585
Altererythrobacter	361177	G	70	48	118	0.00265
Porphyrobacter	1111	G	27	27	54	0.00123
Croceicoccus	1295327	G	13	66	79	0.00178
Qipengyuania	1855416	G	2	1	3	0.00007
Brevundimonas	41275	G	338	341	679	0.01522
Caulobacter	75	G	284	189	473	0.01062
Asticcacaulis	76890	G	100	136	236	0.00530
Phenylobacterium	20	G	34	51	85	0.00192
Azospirillum	191	G	100	74	174	0.00392
Magnetospirillum	13134	G	48	10901	10949	0.24527
Thalassospira	168934	G	48	61	109	0.00245
Tistrella	171436	G	29	226	255	0.00573
Indioceanicola	2478349	G	27	14	41	0.00093
Rhodospirillum	1081	G	26	8	34	0.00078
Skermanella	204447	G	21	10	31	0.00071
Ferrovibrio	1231242	G	20	7	27	0.00061
Magnetospira	1182780	G	16	2	18	0.00042
Niveispirillum	1543704	G	14	12	26	0.00060
Hypericibacter	2705399	G	14	6	20	0.00045
Nitrospirillum	1543705	G	10	5	15	0.00034
Pararhodospirillum	1612157	G	8	11	19	0.00043
Acetobacter	434	G	73	14	87	0.00197
Komagataeibacter	1434011	G	60	51	111	0.00249
Gluconobacter	441	G	24	9	33	0.00074
Asaia	91914	G	17	7	24	0.00055
Granulibacter	364409	G	14	20	34	0.00078
Gluconacetobacter	89583	G	12	6	18	0.00041
Acidiphilium	522	G	7	3	10	0.00023
Stella	93	G	7	2	9	0.00021
Acidibrevibacterium	2603324	G	6	3	9	0.00021
Kozakia	153497	G	3	2	5	0.00012
Roseomonas	125216	G	3	0	3	0.00007
Neoasaia	320496	G	2	0	2	0.00006
Neokomagataea	1223423	G	2	1	3	0.00007
Parasaccharibacter	1602345	G	1	0	1	0.00003
Swingsia	1649499	G	1	0	1	0.00002
Phreatobacter	1632780	G	31	33	64	0.00144
Micavibrio	213485	G	20	1	21	0.00047
Polymorphum	991903	G	11	31	42	0.00095
Parvularcula	208215	G	20	4	24	0.00054
Emcibacter	1602338	G	19	8	27	0.00061
Wolbachia	953	G	3	0	3	0.00007
Ehrlichia	943	G	2	0	2	0.00005
Anaplasma	768	G	1	0	1	0.00002
Rickettsia	780	G	1	0	1	0.00002
Candidatus Pelagibacter	198251	G	2	1	3	0.00007
Candidatus Paracaedibacter	1521255	G	2	0	2	0.00005
Alteromonas	226	G	2335	1907	4242	0.09504
Marinobacter	2742	G	183	162	345	0.00774
Salinimonas	288793	G	4	1	5	0.00013
Lacimicrobium	1751872	G	4	0	4	0.00011
Saliniradius	2661818	G	3	0	3	0.00009
Agarivorans	261825	G	2	0	2	0.00006
Hydrocarboniclastica	2650549	G	2	1	3	0.00007
Glaciecola	89404	G	1	0	1	0.00003
Catenovulum	1172191	G	1	0	1	0.00002
Shewanella	22	G	55	42	97	0.00219
Pseudoalteromonas	53246	G	15	3	18	0.00042
Idiomarina	135575	G	9	5	14	0.00032
Colwellia	28228	G	4	0	4	0.00011
Thalassotalea	1518149	G	2	0	2	0.00006
Moritella	58050	G	4	1	5	0.00013
Ferrimonas	44011	G	2	0	2	0.00006
Psychromonas	67572	G	1	0	1	0.00003
Pseudomonas	286	G	656	657	1313	0.02943
Azotobacter	352	G	5	4	9	0.00020
Permianibacter	1649479	G	3	0	3	0.00008
Acinetobacter	469	G	45	75	120	0.00271
Moraxella	475	G	7	5	12	0.00029
Psychrobacter	497	G	7	1	8	0.00018
Enterobacter	547	G	26	89	115	0.00260
Klebsiella	570	G	24	214	238	0.00534
Citrobacter	544	G	11	96	107	0.00241
Kosakonia	1330547	G	5	3	8	0.00020
Escherichia	561	G	4	179	183	0.00411
Lelliottia	1330545	G	4	16	20	0.00046
Leclercia	83654	G	3	9	12	0.00027
Salmonella	590	G	2	0	2	0.00004
Raoultella	160674	G	2	0	2	0.00004
Pluralibacter	1330546	G	2	2	4	0.00010
Gibbsiella	929812	G	2	1	3	0.00008
Scandinavium	2726810	G	1	1	2	0.00005
Limnobaculum	2172100	G	1	1	2	0.00005
Pseudescherichia	2055880	G	1	0	1	0.00003
Shimwellia	1335483	G	1	1	2	0.00005
Yokenella	158876	G	1	1	2	0.00007
Buttiauxella	82976	G	1	1	2	0.00005
Serratia	613	G	28	58	86	0.00193
Yersinia	629	G	9	4	13	0.00031
Rouxiella	1565532	G	3	1	4	0.00010
Rahnella	34037	G	2	0	2	0.00007
Nissabacter	1964366	G	2	2	4	0.00009
Dickeya	204037	G	20	10	30	0.00069
Sodalis	84565	G	11	2	13	0.00031
Brenneria	71655	G	1	0	1	0.00002
Pectobacterium	122277	G	1	0	1	0.00002
Lonsdalea	1082702	G	1	1	2	0.00005
Pantoea	53335	G	16	22	38	0.00086
Erwinia	551	G	7	7	14	0.00032
Mixta	2100764	G	6	9	15	0.00035
Tatumella	82986	G	5	6	11	0.00025
Morganella	581	G	7	26	33	0.00075
Proteus	583	G	2	10	12	0.00027
Providencia	586	G	1	0	1	0.00002
Hafnia	568	G	3	0	3	0.00007
Obesumbacterium	82982	G	1	3	4	0.00009
Phytobacter	447792	G	2	34	36	0.00081
Plesiomonas	702	G	1	1	2	0.00006
Methylophaga	40222	G	243	487	730	0.01635
Thiomicrorhabdus	2039723	G	10	2	12	0.00027
Hydrogenovibrio	28884	G	9	7	16	0.00036
Thiomicrospira	933	G	1	0	1	0.00003
Piscirickettsia	1237	G	1	0	1	0.00003
Francisella	262	G	1	0	1	0.00003
Xanthomonas	338	G	45	40	85	0.00192
Stenotrophomonas	40323	G	42	77	119	0.00268
Lysobacter	68	G	35	16	51	0.00116
Luteimonas	83614	G	10	8	18	0.00043
Thermomonas	141948	G	10	7	17	0.00040
Pseudoxanthomonas	83618	G	5	6	11	0.00025
Arenimonas	490567	G	3	2	5	0.00012
Pseudolysobacter	2709666	G	1	0	1	0.00003
Dokdonella	323413	G	8	5	13	0.00031
Rhodanobacter	75309	G	6	4	10	0.00023
Ahniella	2233801	G	6	0	6	0.00015
Dyella	231454	G	5	3	8	0.00019
Frateuria	70411	G	4	2	6	0.00015
Luteibacter	242605	G	4	1	5	0.00012
Halomonas	2745	G	86	51	137	0.00308
Kushneria	504090	G	7	1	8	0.00018
Cobetia	204286	G	5	1	6	0.00015
Salinicola	404432	G	4	1	5	0.00013
Chromohalobacter	42054	G	3	1	4	0.00009
Halotalea	376488	G	1	1	2	0.00006
Marinobacterium	48075	G	6	2	8	0.00019
Marinomonas	28253	G	4	2	6	0.00015
Neptunomonas	75687	G	2	0	2	0.00007
Oleispira	188907	G	1	0	1	0.00003
Bermanella	599651	G	1	0	1	0.00003
Bacterioplanes	1537406	G	1	0	1	0.00003
Alcanivorax	59753	G	15	22	37	0.00084
Ketobacter	2025617	G	1	1	2	0.00006
Hahella	158481	G	9	2	11	0.00025
Saccharospirillum	231683	G	5	1	6	0.00015
Reinekea	230494	G	3	0	3	0.00008
Gynuella	1445504	G	1	0	1	0.00003
Oleiphilus	141450	G	2	2	4	0.00011
Kangiella	261963	G	2	0	2	0.00005
Thioalkalivibrio	106633	G	13	21	34	0.00078
Acidihalobacter	1765964	G	9	4	13	0.00030
Ectothiorhodospira	1051	G	5	7	12	0.00028
Spiribacter	1335745	G	3	0	3	0.00009
Halorhodospira	85108	G	1	0	1	0.00003
Alkalilimnicola	133193	G	1	7	8	0.00019
Nitrosococcus	1227	G	5	0	5	0.00013
Thiocystis	13724	G	3	0	3	0.00008
Thioflavicoccus	156885	G	3	0	3	0.00008
Rheinheimera	67575	G	2	0	2	0.00006
Allochromatium	85072	G	2	0	2	0.00006
Thermochromatium	85073	G	2	0	2	0.00006
Marichromatium	85076	G	2	0	2	0.00007
Halothiobacillus	109262	G	12	5	17	0.00039
Sulfuriflexus	1860077	G	7	0	7	0.00017
Granulosicoccus	437504	G	3	0	3	0.00007
Sulfurivermis	2034504	G	10	91	101	0.00227
Thiohalobacter	1273155	G	3	1	4	0.00010
Woeseia	1738655	G	3	0	3	0.00007
Wenzhouxiangella	1676142	G	1	0	1	0.00003
Microbulbifer	48073	G	36	10	46	0.00104
Halioglobus	1217416	G	13	1	14	0.00033
Kineobactrum	2678529	G	6	4	10	0.00023
Cellvibrio	10	G	17	2	19	0.00043
Spongiibacter	630749	G	2	3	5	0.00012
Oceanicoccus	1084558	G	2	0	2	0.00005
Zhongshania	1434050	G	1	0	1	0.00003
Vibrio	662	G	46	22	68	0.00153
Salinivibrio	51366	G	4	1	5	0.00013
Grimontia	246861	G	3	1	4	0.00011
Photobacterium	657	G	2	1	3	0.00007
Aeromonas	642	G	46	55	101	0.00227
Oceanisphaera	225143	G	4	2	6	0.00015
Zobellella	347533	G	3	2	5	0.00011
Tolumonas	43947	G	2	6	8	0.00020
Oceanimonas	129577	G	2	1	3	0.00007
Methylomonas	416	G	21	3	24	0.00055
Methylomicrobium	39773	G	13	1	14	0.00033
Methylococcus	413	G	8	3	11	0.00025
Methylocaldum	73778	G	3	1	4	0.00009
Candidatus Methylospira	1808977	G	1	0	1	0.00003
Actinobacillus	713	G	3	0	3	0.00007
Haemophilus	724	G	2	4	6	0.00016
Aggregatibacter	416916	G	2	1	3	0.00008
Gallibacterium	155493	G	2	9	11	0.00025
Pasteurella	745	G	2	5	7	0.00018
Mannheimia	75984	G	1	1	2	0.00005
Vespertiliibacter	1520333	G	1	1	2	0.00005
Sedimenticola	349742	G	5	0	5	0.00013
Pseudohongiella	1524249	G	4	0	4	0.00010
Thiolapillus	1608298	G	3	0	3	0.00007
Candidatus Thioglobus	655184	G	2	0	2	0.00005
Candidatus Reidiella	2738850	G	2	21	23	0.00052
Legionella	445	G	5	1	6	0.00013
Coxiella	776	G	2	0	2	0.00005
Solimonas	413435	G	4	1	5	0.00012
Sinimarinibacterium	1861863	G	1	4	5	0.00011
Steroidobacter	469322	G	1	2	3	0.00008
Salinisphaera	180541	G	5	0	5	0.00013
Sulfuricaulis	1744881	G	2	0	2	0.00005
Sulfurifustis	1692042	G	1	0	1	0.00003
Orbus	743714	G	2	0	2	0.00006
Burkholderia	32008	G	53	65	118	0.00266
Cupriavidus	106589	G	43	89	132	0.00298
Ralstonia	48736	G	35	70	105	0.00237
Paraburkholderia	1822464	G	25	77	102	0.00230
Pandoraea	93217	G	5	2	7	0.00016
Polynucleobacter	44013	G	3	0	3	0.00008
Limnobacter	131079	G	2	0	2	0.00006
Bordetella	517	G	40	49	89	0.00201
Achromobacter	222	G	36	143	179	0.00401
Pusillimonas	305976	G	6	11	17	0.00040
Alcaligenes	507	G	5	12	17	0.00039
Orrella	1921582	G	4	10	14	0.00033
Pigmentiphaga	152267	G	2	0	2	0.00006
Oligella	90243	G	1	0	1	0.00003
Kerstersia	257820	G	1	1	2	0.00006
Comamonas	283	G	20	122	142	0.00320
Acidovorax	12916	G	19	142	161	0.00363
Variovorax	34072	G	17	21	38	0.00085
Rhodoferax	28065	G	9	22	31	0.00071
Hydrogenophaga	47420	G	9	40	49	0.00111
Diaphorobacter	238749	G	4	1	5	0.00013
Ramlibacter	174951	G	3	2	5	0.00012
Simplicispira	352450	G	2	5	7	0.00016
Hylemonella	232523	G	1	0	1	0.00003
Serpentinomonas	2490452	G	1	1	2	0.00007
Melaminivora	1649468	G	1	7	8	0.00020
Limnohabitans	665874	G	1	0	1	0.00003
Ottowia	219181	G	1	0	1	0.00004
Alicycliphilus	201096	G	1	7	8	0.00019
Massilia	149698	G	50	39	89	0.00201
Collimonas	202907	G	12	7	19	0.00043
Undibacterium	401469	G	9	3	12	0.00029
Herbaspirillum	963	G	8	6	14	0.00032
Duganella	75654	G	7	7	14	0.00033
Janthinobacterium	29580	G	6	3	9	0.00022
Oxalobacter	846	G	2	0	2	0.00006
Noviherbaspirillum	1344552	G	2	1	3	0.00007
Inhella	644355	G	10	7	17	0.00040
Rubrivivax	28067	G	7	9	16	0.00037
Roseateles	93681	G	3	2	5	0.00012
Rhizobacter	212743	G	2	4	6	0.00016
Thiomonas	32012	G	1	0	1	0.00003
Mitsuaria	65047	G	1	2	3	0.00008
Methyloversatilis	378210	G	21	12	33	0.00075
Sterolibacterium	157591	G	2	14	16	0.00036
Methylovorus	81682	G	5	0	5	0.00013
Methylotenera	359407	G	5	2	7	0.00017
Methylobacillus	404	G	3	7	10	0.00023
Methylophilus	16	G	2	46	48	0.00108
Candidatus Methylopumilus	1679002	G	1	0	1	0.00004
Sulfuriferula	1778653	G	6	10	16	0.00037
Sulfuricella	935200	G	2	0	2	0.00006
Ferriphaselus	1443590	G	2	9	11	0.00026
Nitrosomonas	914	G	3	7	10	0.00023
Nitrosospira	35798	G	2	0	2	0.00005
Thiobacillus	919	G	2	2	4	0.00011
Aquitalea	407217	G	15	13	28	0.00065
Chromobacterium	535	G	7	5	12	0.00028
Iodobacter	32014	G	1	1	2	0.00006
Laribacter	168470	G	4	27	31	0.00070
Vogesella	57739	G	2	1	3	0.00009
Aquaspirillum	187	G	1	0	1	0.00004
Pseudogulbenkiania	568394	G	1	1	2	0.00006
Neisseria	482	G	14	13	27	0.00061
Chitinolyticbacter	1055692	G	4	2	6	0.00014
Crenobacter	1654931	G	1	1	2	0.00006
Azoarcus	12960	G	20	22	42	0.00094
Thauera	33057	G	13	100	113	0.00255
Azospira	146937	G	6	29	35	0.00080
Aromatoleum	551759	G	1	1	2	0.00005
Oryzomicrobium	1911577	G	1	0	1	0.00004
Dechloromonas	73029	G	5	2	7	0.00017
Casimicrobium	2706000	G	4	18	22	0.00051
Candidatus Accumulibacter	327159	G	3	1	4	0.00010
Melittangium	44	G	14	5	19	0.00044
Archangium	47	G	3	0	3	0.00009
Cystobacter	42	G	2	0	2	0.00006
Corallococcus	83461	G	4	1	5	0.00013
Myxococcus	32	G	2	0	2	0.00006
Vulgatibacter	1524214	G	3	0	3	0.00008
Anaeromyxobacter	161492	G	2	0	2	0.00006
Sorangium	39643	G	9	3	12	0.00027
Chondromyces	50	G	1	0	1	0.00002
Minicystis	1649470	G	2	0	2	0.00005
Haliangium	162027	G	6	0	6	0.00015
Geobacter	28231	G	12	4	16	0.00037
Geoalkalibacter	392332	G	3	6	9	0.00021
Pelobacter	18	G	7	4	11	0.00025
Desulfuromonas	890	G	4	0	4	0.00011
Desulfopila	429014	G	7	1	8	0.00018
Desulfotalea	109168	G	5	1	6	0.00014
Desulfobulbus	893	G	4	0	4	0.00010
Desulfosarcina	2299	G	6	2	8	0.00020
Desulfobacter	2289	G	1	0	1	0.00002
Desulfatibacillum	218207	G	1	0	1	0.00002
Pseudodesulfovibrio	2035811	G	9	2	11	0.00026
Desulfovibrio	872	G	6	1	7	0.00017
Desulfocurvibacter	2582840	G	2	0	2	0.00005
Desulfomicrobium	898	G	2	0	2	0.00005
Desulfohalobium	45662	G	1	0	1	0.00002
Desulfomonile	2357	G	2	0	2	0.00005
Desulfobacca	60892	G	1	0	1	0.00002
Desulfoglaeba	361106	G	1	2	3	0.00007
Helicobacter	209	G	2	0	2	0.00005
Wolinella	843	G	1	0	1	0.00002
Arcobacter	28196	G	2	2	4	0.00011
Sulfurospirillum	57665	G	1	0	1	0.00003
Bdellovibrio	958	G	6	0	6	0.00014
Mariprofundus	377315	G	4	0	4	0.00010
Acidithiobacillus	119977	G	4	0	4	0.00010
Mycolicibacterium	1866885	G	29	8	37	0.00084
Mycobacterium	1763	G	25	12	37	0.00085
Mycolicibacter	1073531	G	4	0	4	0.00011
Mycobacteroides	670516	G	3	0	3	0.00008
Mycolicibacillus	2126281	G	1	0	1	0.00003
Rhodococcus	1827	G	25	17	42	0.00096
Nocardia	1817	G	18	8	26	0.00059
Corynebacterium	1716	G	35	20	55	0.00124
Gordonia	2053	G	11	7	18	0.00041
Tsukamurella	2060	G	7	4	11	0.00026
Dietzia	37914	G	1	1	2	0.00005
Streptomyces	1883	G	169	94	263	0.00589
Kitasatospora	2063	G	3	2	5	0.00012
Arthrobacter	1663	G	16	11	27	0.00062
Pseudarthrobacter	1742993	G	8	4	12	0.00028
Glutamicibacter	1742989	G	6	2	8	0.00020
Renibacterium	1645	G	3	0	3	0.00008
Rothia	32207	G	2	1	3	0.00008
Sinomonas	596707	G	2	0	2	0.00007
Micrococcus	1269	G	1	2	3	0.00007
Kocuria	57493	G	1	0	1	0.00002
Nesterenkonia	57494	G	1	0	1	0.00003
Microbacterium	33882	G	9	2	11	0.00027
Rathayibacter	33886	G	7	2	9	0.00021
Curtobacterium	2034	G	3	1	4	0.00011
Agrococcus	46352	G	3	1	4	0.00009
Leucobacter	55968	G	3	4	7	0.00018
Pontimonas	1434032	G	2	0	2	0.00005
Salinibacterium	235888	G	1	0	1	0.00003
Serinicoccus	265976	G	8	7	15	0.00034
Janibacter	53457	G	5	3	8	0.00019
Arsenicicoccus	267408	G	2	2	4	0.00009
Ornithinimicrobium	125287	G	1	0	1	0.00004
Haloactinobacterium	1331737	G	4	1	5	0.00012
Ruania	626119	G	3	0	3	0.00008
Cellulosimicrobium	157920	G	4	5	9	0.00022
Isoptericola	254250	G	1	1	2	0.00005
Brachybacterium	43668	G	4	1	5	0.00012
Brevibacterium	1696	G	3	3	6	0.00014
Cellulomonas	1707	G	2	1	3	0.00009
Georgenia	154116	G	2	1	3	0.00009
Amycolatopsis	1813	G	18	4	22	0.00050
Pseudonocardia	1847	G	15	6	21	0.00048
Actinoalloteichus	65496	G	3	0	3	0.00007
Saccharothrix	2071	G	2	1	3	0.00007
Saccharopolyspora	1835	G	1	0	1	0.00003
Saccharomonospora	1851	G	1	0	1	0.00003
Actinosynnema	40566	G	1	0	1	0.00004
Lentzea	165301	G	1	0	1	0.00003
Allokutzneria	1137960	G	1	0	1	0.00003
Aeromicrobium	2040	G	7	2	9	0.00021
Nocardioides	1839	G	5	3	8	0.00019
Friedmanniella	53387	G	2	0	2	0.00006
Micropruina	116071	G	1	0	1	0.00003
Microlunatus	29404	G	4	0	4	0.00010
Propionibacterium	1743	G	3	0	3	0.00009
Tessaracoccus	72763	G	3	1	4	0.00010
Propioniciclava	1085622	G	2	1	3	0.00008
Acidipropionibacterium	1912215	G	1	0	1	0.00004
Cutibacterium	1912216	G	1	0	1	0.00004
Actinomadura	1988	G	10	4	14	0.00032
Thermomonospora	2019	G	4	1	5	0.00013
Streptosporangium	2000	G	5	1	6	0.00016
Nonomuraea	83681	G	4	1	5	0.00012
Nocardiopsis	2013	G	7	2	9	0.00022
Micromonospora	1873	G	11	4	15	0.00034
Actinoplanes	1865	G	8	2	10	0.00024
Plantactinospora	673534	G	5	1	6	0.00015
Phytohabitans	907364	G	1	0	1	0.00003
Frankia	1854	G	7	7	14	0.00032
Actinomyces	1654	G	7	2	9	0.00020
Bifidobacterium	1678	G	6	3	9	0.00022
Jiangella	281472	G	4	0	4	0.00011
Thermobispora	147067	G	3	1	4	0.00009
Nakamurella	53460	G	2	0	2	0.00006
Catenulispora	414878	G	2	0	2	0.00006
Blastococcus	38501	G	1	0	1	0.00004
Collinsella	102106	G	4	5	9	0.00022
Parolsenella	2082587	G	2	4	6	0.00015
Eggerthella	84111	G	1	1	2	0.00005
Egibacter	1747770	G	3	0	3	0.00008
Egicoccus	1755825	G	2	2	4	0.00010
Ilumatobacter	682522	G	1	0	1	0.00002
Rubrobacter	42255	G	2	0	2	0.00005
Conexibacter	191494	G	1	0	1	0.00004
Paenibacillus	44249	G	41	7	48	0.00109
Thermobacillus	76632	G	4	0	4	0.00011
Aneurinibacillus	55079	G	1	0	1	0.00004
Bacillus	1386	G	12	26	38	0.00086
Geobacillus	129337	G	1	0	1	0.00004
Solibacillus	648800	G	4	6	10	0.00023
Planococcus	1372	G	1	1	2	0.00005
Tumebacillus	432330	G	1	1	2	0.00006
Lactobacillus	1578	G	8	17	25	0.00057
Streptococcus	1301	G	3	0	3	0.00008
Aerococcus	1375	G	3	1	4	0.00010
Enterococcus	1350	G	1	0	1	0.00002
Desulfitobacterium	36853	G	6	2	8	0.00019
Desulfosporosinus	79206	G	2	0	2	0.00006
Lachnoclostridium	1506553	G	5	4	9	0.00021
Roseburia	841	G	1	3	4	0.00009
Clostridium	1485	G	3	0	3	0.00008
Hungatella	1649459	G	2	0	2	0.00005
Faecalibacterium	216851	G	4	10	14	0.00032
Ruminococcus	1263	G	1	0	1	0.00002
Symbiobacterium	2733	G	5	0	5	0.00012
Massilistercora	2717089	G	1	2	3	0.00007
Moorella	44260	G	1	0	1	0.00002
Tepidanaerobacter	499228	G	1	0	1	0.00002
Acidaminococcus	904	G	1	0	1	0.00003
Phascolarctobacterium	33024	G	1	0	1	0.00002
Selenomonas	970	G	1	0	1	0.00002
Veillonella	29465	G	1	0	1	0.00003
Synechococcus	1129	G	12	3	15	0.00034
Prochlorococcus	1218	G	10	1	11	0.00025
Leptolyngbya	47251	G	1	0	1	0.00003
Anabaenopsis	110103	G	2	0	2	0.00006
Calothrix	1186	G	1	0	1	0.00002
Moorea	1155738	G	1	0	1	0.00002
Deinococcus	1298	G	14	1	15	0.00034
Marinithermus	186191	G	7	0	7	0.00017
Thermus	270	G	3	0	3	0.00008
Chloroflexus	1107	G	4	0	4	0.00009
Roseiflexus	120961	G	1	0	1	0.00002
Caldilinea	233191	G	4	0	4	0.00009
Candidatus Promineofilum	1988031	G	4	0	4	0.00009
Tepidiforma	2682228	G	4	0	4	0.00009
