name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sphingopyxis	165697	G	1	4	5	0.00188
Sphingosinicella	335405	G	1	0	1	0.00053
Sphingosinithalassobacter	2676233	G	1	1	2	0.00081
Erythrobacter	1041	G	6	10	16	0.00529
Altererythrobacter	361177	G	3	1	4	0.00151
Croceicoccus	1295327	G	1	1	2	0.00074
Qipengyuania	1855416	G	1	0	1	0.00051
Brevundimonas	41275	G	12	24	36	0.01207
Caulobacter	75	G	8	15	23	0.00764
Asticcacaulis	76890	G	2	3	5	0.00183
Azospirillum	191	G	4	13	17	0.00579
Rhodospirillum	1081	G	2	5	7	0.00243
Magnetospirillum	13134	G	1	1	2	0.00073
Thalassospira	168934	G	1	0	1	0.00061
Magnetospira	1182780	G	1	0	1	0.00047
Niveispirillum	1543704	G	1	2	3	0.00126
Pararhodospirillum	1612157	G	1	1	2	0.00066
Komagataeibacter	1434011	G	2	2	4	0.00148
Gluconobacter	441	G	1	0	1	0.00033
Parasaccharibacter	1602345	G	1	0	1	0.00063
Neokomagataea	1223423	G	1	1	2	0.00066
Stella	93	G	1	1	2	0.00070
Phreatobacter	1632780	G	1	4	5	0.00171
Parvularcula	208215	G	1	0	1	0.00052
Emcibacter	1602338	G	1	0	1	0.00046
Achromobacter	222	G	4	9	13	0.00442
Bordetella	517	G	3	12	15	0.00502
Castellaniella	359336	G	1	3	4	0.00160
Burkholderia	32008	G	2	0	2	0.00091
Ralstonia	48736	G	2	3	5	0.00169
Cupriavidus	106589	G	1	1	2	0.00069
Variovorax	34072	G	1	0	1	0.00056
Melaminivora	1649468	G	1	8	9	0.00301
Delftia	80865	G	1	14	15	0.00523
Janthinobacterium	29580	G	1	1	2	0.00077
Massilia	149698	G	1	2	3	0.00105
Ferriphaselus	1443590	G	2	1	3	0.00125
Gallionella	96	G	1	0	1	0.00056
Candidatus Nitrotoga	453161	G	1	0	1	0.00052
Sulfuricella	935200	G	1	1	2	0.00070
Methylobacillus	404	G	1	2	3	0.00123
Methylovorus	81682	G	1	0	1	0.00060
Neisseria	482	G	2	2	4	0.00156
Laribacter	168470	G	2	13	15	0.00520
Azospira	146937	G	1	17	18	0.00621
Azoarcus	12960	G	1	0	1	0.00062
Minicystis	1649470	G	2	0	2	0.00070
Melittangium	44	G	1	0	1	0.00037
Desulfobacter	2289	G	1	0	1	0.00035
Desulfatibacillum	218207	G	1	0	1	0.00034
Geobacter	28231	G	1	0	1	0.00037
Acidithiobacillus	119977	G	1	0	1	0.00033
Pseudarthrobacter	1742993	G	2	0	2	0.00097
Rothia	32207	G	1	0	1	0.00064
Nesterenkonia	57494	G	1	0	1	0.00037
Xylanimicrobium	289244	G	1	0	1	0.00061
Brachybacterium	43668	G	1	0	1	0.00043
Mycolicibacterium	1866885	G	2	0	2	0.00079
Mycobacterium	1763	G	1	0	1	0.00055
Corynebacterium	1716	G	1	0	1	0.00058
Rhodococcus	1827	G	1	0	1	0.00033
Streptomyces	1883	G	5	2	7	0.00236
Microlunatus	29404	G	1	1	2	0.00068
Micromonospora	1873	G	1	0	1	0.00038
Amycolatopsis	1813	G	1	4	5	0.00165
Paenibacillus	44249	G	2	1	3	0.00110
Staphylospora	2689589	G	1	2	3	0.00105
Lactobacillus	1578	G	1	0	1	0.00061
Selenomonas	970	G	1	0	1	0.00033
Prochlorococcus	1218	G	7	0	7	0.00249
Nodularia	159191	G	1	0	1	0.00033
Marinithermus	186191	G	1	0	1	0.00037
Sphaerobacter	2056	G	1	0	1	0.00034
Bacteroides	816	G	3	0	3	0.00112
Salinivirga	1970191	G	1	0	1	0.00034
Chryseobacterium	59732	G	1	1	2	0.00075
Arenibacter	178469	G	1	0	1	0.00037
Mucilaginibacter	423349	G	2	0	2	0.00066
Spirosoma	107	G	1	0	1	0.00034
Hymenobacter	89966	G	1	0	1	0.00034
Melioribacter	1134403	G	1	0	1	0.00034
Fibrobacter	832	G	1	2	3	0.00101
Candidatus Xiphinematobacter	134550	G	1	0	1	0.00033
Treponema	157	G	1	0	1	0.00034
Sphaerochaeta	399320	G	1	1	2	0.00077
Methanohalophilus	2175	G	1	0	1	0.00033
Methanocaldococcus	196118	G	1	0	1	0.00033
Candidatus Nitrosocosmicus	1826864	G	1	0	1	0.00033
Homo	9605	G	3	0	3	0.00103
Begomovirus	10814	G	1	0	1	0.00033
