name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hahella	158481	G	3	0	3	0.00008
Saccharospirillum	231683	G	2	0	2	0.00006
Gynuella	1445504	G	1	0	1	0.00003
Kangiella	261963	G	3	0	3	0.00008
Endozoicomonas	305899	G	3	0	3	0.00010
Oleiphilus	141450	G	1	1	2	0.00005
Thioalkalivibrio	106633	G	5	3	8	0.00021
Ectothiorhodospira	1051	G	3	4	7	0.00018
Acidihalobacter	1765964	G	3	0	3	0.00010
Halorhodospira	85108	G	1	0	1	0.00003
Alkalilimnicola	133193	G	1	0	1	0.00003
Spiribacter	1335745	G	1	0	1	0.00003
Thiocystis	13724	G	4	0	4	0.00011
Nitrosococcus	1227	G	2	1	3	0.00008
Thermochromatium	85073	G	1	0	1	0.00003
Sulfuriflexus	1860077	G	5	0	5	0.00014
Granulosicoccus	437504	G	2	0	2	0.00005
Halothiobacillus	109262	G	2	0	2	0.00007
Sulfurivermis	2034504	G	2	6	8	0.00021
Thiohalobacter	1273155	G	1	0	1	0.00004
Microbulbifer	48073	G	18	2	20	0.00053
Cellvibrio	10	G	9	0	9	0.00024
Simiduia	447467	G	1	0	1	0.00003
Agarilytica	2036021	G	1	0	1	0.00003
Halioglobus	1217416	G	2	1	3	0.00008
Kineobactrum	2678529	G	1	0	1	0.00003
Spongiibacter	630749	G	1	0	1	0.00005
Zhongshania	1434050	G	1	0	1	0.00003
Vibrio	662	G	23	3	26	0.00068
Photobacterium	657	G	1	0	1	0.00003
Methylomonas	416	G	5	0	5	0.00014
Methylomicrobium	39773	G	5	0	5	0.00015
Candidatus Methylospira	1808977	G	3	0	3	0.00009
Methylococcus	413	G	2	0	2	0.00006
Methylocaldum	73778	G	1	0	1	0.00003
Methylovulum	762296	G	1	7	8	0.00023
Aeromonas	642	G	14	2	16	0.00043
Zobellella	347533	G	2	0	2	0.00007
Tolumonas	43947	G	1	0	1	0.00005
Oceanisphaera	225143	G	1	0	1	0.00003
Sedimenticola	349742	G	2	0	2	0.00005
Thiolapillus	1608298	G	2	0	2	0.00005
Candidatus Reidiella	2738850	G	1	0	1	0.00003
Aquicella	254245	G	3	0	3	0.00008
Legionella	445	G	1	0	1	0.00003
Salinisphaera	180541	G	3	2	5	0.00014
Cardiobacterium	2717	G	1	0	1	0.00004
Maricaulis	74317	G	956	452	1408	0.03653
Glycocaulis	1433402	G	114	44	158	0.00411
Hyphomonas	85	G	44	6	50	0.00130
Hirschia	2723	G	2	0	2	0.00006
Labrenzia	478070	G	45	14	59	0.00155
Paracoccus	265	G	23	24	47	0.00123
Sulfitobacter	60136	G	17	30	47	0.00122
Phaeobacter	302485	G	16	13	29	0.00076
Rhodobacter	1060	G	15	13	28	0.00075
Ruegeria	97050	G	15	37	52	0.00136
Paraoceanicella	2683599	G	9	14	23	0.00061
Boseongicola	1648497	G	9	0	9	0.00026
Roseovarius	74030	G	9	4	13	0.00035
Celeribacter	875170	G	9	22	31	0.00081
Octadecabacter	53945	G	8	3	11	0.00030
Leisingera	191028	G	8	20	28	0.00074
Stappia	152161	G	7	6	13	0.00036
Parasedimentitalea	2738399	G	6	1	7	0.00020
Dinoroseobacter	309512	G	5	16	21	0.00055
Roseivivax	93682	G	5	2	7	0.00019
Roseobacter	2433	G	5	0	5	0.00014
Roseibacterium	159345	G	4	1	5	0.00014
Halovulum	1844498	G	4	1	5	0.00015
Thioclava	285107	G	4	4	8	0.00021
Rhodovulum	34008	G	4	2	6	0.00017
Pannonibacter	227873	G	4	42	46	0.00122
Yoonia	2211641	G	3	4	7	0.00021
Litoreibacter	947567	G	3	0	3	0.00010
Sagittula	58842	G	3	12	15	0.00040
Marinovum	367771	G	3	7	10	0.00027
Haematobacter	366614	G	3	16	19	0.00051
Marivivens	1759396	G	3	8	11	0.00029
Yangia	354203	G	3	1	4	0.00012
Rhodobaca	119541	G	3	0	3	0.00010
Pseudorhodobacter	238783	G	3	1	4	0.00010
Pseudohalocynthiibacter	1759417	G	2	2	4	0.00012
Jannaschia	188905	G	2	0	2	0.00006
Epibacterium	1649279	G	2	7	9	0.00026
Confluentimicrobium	1609958	G	2	8	10	0.00027
Mameliella	1434019	G	2	2	4	0.00013
Monaibacterium	2029873	G	2	2	4	0.00013
Planktomarina	1284657	G	2	0	2	0.00006
Defluviimonas	1097466	G	2	6	8	0.00022
Maribius	387095	G	2	0	2	0.00006
Pseudovibrio	258255	G	2	0	2	0.00007
Oceanicola	252301	G	2	0	2	0.00006
Antarctobacter	74032	G	1	0	1	0.00003
Tabrizicola	1443919	G	1	0	1	0.00004
Halocynthiibacter	1579315	G	1	0	1	0.00003
Ketogulonicigenium	92944	G	1	0	1	0.00004
Pelagibaca	360528	G	1	3	4	0.00012
Thalassobius	335927	G	1	0	1	0.00003
Tateyamaria	299261	G	1	0	1	0.00003
Brevirhabdus	1855413	G	1	3	4	0.00011
Silicimonas	1955420	G	1	0	1	0.00003
Gemmobacter	204456	G	1	0	1	0.00005
Rhizobium	379	G	79	90	169	0.00440
Agrobacterium	357	G	20	46	66	0.00173
Neorhizobium	1525371	G	7	8	15	0.00041
Sinorhizobium	28105	G	17	30	47	0.00124
Ensifer	106591	G	12	26	38	0.00099
Georhizobium	2661800	G	4	14	18	0.00048
Shinella	323620	G	2	12	14	0.00036
Bradyrhizobium	374	G	65	59	124	0.00323
Bosea	85413	G	17	16	33	0.00087
Rhodopseudomonas	1073	G	6	17	23	0.00061
Tardiphaga	1395974	G	4	0	4	0.00010
Variibacter	1649510	G	3	5	8	0.00022
Afipia	1033	G	1	2	3	0.00010
Mesorhizobium	68287	G	58	77	135	0.00350
Hoeflea	274591	G	7	5	12	0.00033
Salaquimonas	2712688	G	6	1	7	0.00020
Chelativorans	449972	G	4	4	8	0.00021
Aminobacter	31988	G	3	4	7	0.00018
Roseitalea	1915401	G	3	3	6	0.00018
Phyllobacterium	28100	G	2	2	4	0.00012
Lentilitoribacter	1649463	G	1	0	1	0.00003
Devosia	46913	G	23	12	35	0.00093
Hyphomicrobium	81	G	5	1	6	0.00017
Filomicrobium	119044	G	5	0	5	0.00015
Rhodomicrobium	1068	G	4	1	5	0.00014
Youhaiella	1827478	G	3	2	5	0.00015
Blastochloris	59282	G	2	5	7	0.00019
Pelagibacterium	1082930	G	2	2	4	0.00012
Methylobacterium	407	G	16	14	30	0.00078
Microvirga	186650	G	5	6	11	0.00031
Methylorubrum	2282523	G	3	16	19	0.00051
Pseudolabrys	556257	G	9	15	24	0.00064
Azorhizobium	6	G	8	12	20	0.00052
Ancylobacter	99	G	5	12	17	0.00045
Starkeya	152053	G	4	7	11	0.00030
Labrys	204476	G	3	2	5	0.00014
Xanthobacter	279	G	2	8	10	0.00029
Pyruvatibacter	1742974	G	10	5	15	0.00040
Candidatus Phaeomarinobacter	1541445	G	8	1	9	0.00025
Parvibaculum	256616	G	4	27	31	0.00081
Methylocystis	133	G	10	6	16	0.00042
Methylosinus	425	G	6	9	15	0.00040
Terasakiella	196080	G	3	0	3	0.00009
Nordella	169055	G	7	2	9	0.00026
Methyloceanibacter	1484898	G	4	2	6	0.00016
Methyloligella	1485594	G	2	1	3	0.00010
Hartmannibacter	1572860	G	2	3	5	0.00015
Pseudorhodoplanes	1734920	G	2	1	3	0.00009
Cohaesibacter	655352	G	10	2	12	0.00033
Breoghania	1406135	G	1	1	2	0.00006
Ochrobactrum	528	G	6	29	35	0.00092
Brucella	234	G	4	14	18	0.00048
Methylocella	120652	G	3	2	5	0.00014
Martelella	293088	G	8	23	31	0.00082
Bartonella	773	G	2	1	3	0.00010
Chelatococcus	28209	G	2	2	4	0.00011
Sphingomonas	13687	G	61	58	119	0.00309
Sphingobium	165695	G	28	90	118	0.00306
Sphingopyxis	165697	G	26	77	103	0.00269
Novosphingobium	165696	G	20	17	37	0.00098
Sphingorhabdus	1434046	G	9	0	9	0.00025
Parasphingopyxis	1234545	G	3	0	3	0.00009
Blastomonas	150203	G	2	0	2	0.00006
Sphingosinicella	335405	G	2	0	2	0.00006
Sphingosinithalassobacter	2676233	G	2	5	7	0.00018
Citromicrobium	72173	G	1	2	3	0.00009
Erythrobacter	1041	G	26	23	49	0.00129
Altererythrobacter	361177	G	22	18	40	0.00104
Porphyrobacter	1111	G	6	4	10	0.00028
Qipengyuania	1855416	G	1	0	1	0.00004
Brevundimonas	41275	G	85	82	167	0.00435
Caulobacter	75	G	66	39	105	0.00274
Asticcacaulis	76890	G	18	29	47	0.00122
Phenylobacterium	20	G	11	16	27	0.00073
Azospirillum	191	G	20	11	31	0.00083
Thalassospira	168934	G	13	17	30	0.00080
Rhodospirillum	1081	G	12	1	13	0.00034
Magnetospirillum	13134	G	12	1817	1829	0.04745
Indioceanicola	2478349	G	7	2	9	0.00025
Ferrovibrio	1231242	G	6	1	7	0.00021
Skermanella	204447	G	5	1	6	0.00018
Magnetospira	1182780	G	3	0	3	0.00009
Niveispirillum	1543704	G	3	2	5	0.00014
Nitrospirillum	1543705	G	2	0	2	0.00007
Tistrella	171436	G	1	2	3	0.00009
Hypericibacter	2705399	G	1	0	1	0.00003
Acetobacter	434	G	20	4	24	0.00063
Komagataeibacter	1434011	G	17	14	31	0.00082
Gluconobacter	441	G	7	3	10	0.00028
Asaia	91914	G	4	1	5	0.00013
Roseomonas	125216	G	3	17	20	0.00053
Acidibrevibacterium	2603324	G	2	1	3	0.00008
Granulibacter	364409	G	2	0	2	0.00006
Gluconacetobacter	89583	G	2	3	5	0.00014
Acidiphilium	522	G	1	0	1	0.00005
Parasaccharibacter	1602345	G	1	0	1	0.00003
Stella	93	G	1	0	1	0.00003
Emcibacter	1602338	G	11	2	13	0.00034
Micavibrio	213485	G	4	0	4	0.00011
Phreatobacter	1632780	G	4	4	8	0.00021
Polymorphum	991903	G	1	2	3	0.00010
Parvularcula	208215	G	2	0	2	0.00006
Anaplasma	768	G	1	0	1	0.00003
Burkholderia	32008	G	13	6	19	0.00051
Ralstonia	48736	G	12	12	24	0.00065
Cupriavidus	106589	G	11	24	35	0.00091
Pandoraea	93217	G	4	0	4	0.00013
Polynucleobacter	44013	G	2	0	2	0.00008
Paraburkholderia	1822464	G	2	0	2	0.00007
Lautropia	47670	G	1	0	1	0.00004
Bordetella	517	G	14	8	22	0.00059
Achromobacter	222	G	8	12	20	0.00052
Advenella	290425	G	2	0	2	0.00006
Pusillimonas	305976	G	2	0	2	0.00007
Orrella	1921582	G	1	1	2	0.00005
Massilia	149698	G	12	5	17	0.00046
Janthinobacterium	29580	G	4	2	6	0.00017
Collimonas	202907	G	4	1	5	0.00014
Oxalobacter	846	G	1	0	1	0.00003
Herbaspirillum	963	G	1	0	1	0.00003
Duganella	75654	G	1	0	1	0.00003
Undibacterium	401469	G	1	0	1	0.00003
Noviherbaspirillum	1344552	G	1	0	1	0.00004
Variovorax	34072	G	3	0	3	0.00010
Hydrogenophaga	47420	G	3	6	9	0.00023
Ottowia	219181	G	2	0	2	0.00008
Alicycliphilus	201096	G	2	7	9	0.00025
Acidovorax	12916	G	1	11	12	0.00034
Diaphorobacter	238749	G	1	0	1	0.00004
Hylemonella	232523	G	1	0	1	0.00004
Ramlibacter	174951	G	1	0	1	0.00004
Polaromonas	52972	G	1	0	1	0.00003
Comamonas	283	G	1	1	2	0.00007
Rubrivivax	28067	G	5	4	9	0.00025
Roseateles	93681	G	4	2	6	0.00017
Inhella	644355	G	4	2	6	0.00016
Thiomonas	32012	G	1	1	2	0.00007
Sutterella	40544	G	1	0	1	0.00003
Methyloversatilis	378210	G	7	2	9	0.00025
Sterolibacterium	157591	G	1	0	1	0.00005
Denitratisoma	311181	G	1	8	9	0.00026
Methylophilus	16	G	1	6	7	0.00020
Methylobacillus	404	G	1	1	2	0.00006
Methylovorus	81682	G	1	0	1	0.00003
Sulfuriferula	1778653	G	2	1	3	0.00010
Sideroxydans	314343	G	1	4	5	0.00015
Nitrosomonas	914	G	1	2	3	0.00008
Nitrosospira	35798	G	1	0	1	0.00003
Laribacter	168470	G	3	7	10	0.00028
Aquitalea	407217	G	2	2	4	0.00011
Chromobacterium	535	G	1	1	2	0.00006
Pseudogulbenkiania	568394	G	1	1	2	0.00006
Chitinolyticbacter	1055692	G	2	1	3	0.00009
Neisseria	482	G	1	0	1	0.00003
Thauera	33057	G	4	15	19	0.00050
Azoarcus	12960	G	3	2	5	0.00013
Azospira	146937	G	2	8	10	0.00027
Dechloromonas	73029	G	2	0	2	0.00007
Casimicrobium	2706000	G	2	3	5	0.00015
Candidatus Accumulibacter	327159	G	1	0	1	0.00003
Sorangium	39643	G	8	1	9	0.00025
Melittangium	44	G	3	0	3	0.00010
Cystobacter	42	G	1	0	1	0.00003
Archangium	47	G	1	0	1	0.00003
Corallococcus	83461	G	1	0	1	0.00003
Anaeromyxobacter	161492	G	1	0	1	0.00003
Haliangium	162027	G	1	0	1	0.00003
Geobacter	28231	G	6	2	8	0.00021
Pelobacter	18	G	1	0	1	0.00003
Desulfuromonas	890	G	1	0	1	0.00003
Desulfobacter	2289	G	2	0	2	0.00005
Desulfovibrio	872	G	1	0	1	0.00003
Mariprofundus	377315	G	2	0	2	0.00005
Bdellovibrio	958	G	2	0	2	0.00005
Mycolicibacterium	1866885	G	10	3	13	0.00034
Mycobacterium	1763	G	7	0	7	0.00019
Mycobacteroides	670516	G	2	0	2	0.00006
Mycolicibacillus	2126281	G	1	0	1	0.00003
Corynebacterium	1716	G	9	1	10	0.00027
Nocardia	1817	G	3	0	3	0.00010
Rhodococcus	1827	G	2	0	2	0.00007
Tsukamurella	2060	G	5	1	6	0.00017
Streptomyces	1883	G	34	8	42	0.00111
Arthrobacter	1663	G	7	1	8	0.00023
Glutamicibacter	1742989	G	4	0	4	0.00012
Pseudarthrobacter	1742993	G	4	1	5	0.00014
Micrococcus	1269	G	1	1	2	0.00006
Kocuria	57493	G	1	0	1	0.00003
Nesterenkonia	57494	G	1	0	1	0.00003
Sinomonas	596707	G	1	0	1	0.00003
Microbacterium	33882	G	2	0	2	0.00006
Rathayibacter	33886	G	1	0	1	0.00003
Agrococcus	46352	G	1	0	1	0.00003
Pontimonas	1434032	G	1	0	1	0.00003
Gryllotalpicola	1195526	G	1	0	1	0.00003
Serinicoccus	265976	G	2	1	3	0.00009
Arsenicicoccus	267408	G	1	0	1	0.00004
Cellulosimicrobium	157920	G	1	1	2	0.00006
Nocardioides	1839	G	3	1	4	0.00011
Friedmanniella	53387	G	3	0	3	0.00010
Micropruina	116071	G	1	0	1	0.00003
Actinopolymorpha	117156	G	1	0	1	0.00003
Propionibacterium	1743	G	2	0	2	0.00007
Microlunatus	29404	G	2	0	2	0.00006
Amycolatopsis	1813	G	4	0	4	0.00012
Pseudonocardia	1847	G	3	0	3	0.00009
Actinoalloteichus	65496	G	1	0	1	0.00003
Lentzea	165301	G	1	0	1	0.00003
Streptosporangium	2000	G	1	0	1	0.00003
Nonomuraea	83681	G	1	0	1	0.00003
Actinomadura	1988	G	2	0	2	0.00007
Nocardiopsis	2013	G	1	0	1	0.00003
Frankia	1854	G	4	1	5	0.00015
Micromonospora	1873	G	2	0	2	0.00006
Plantactinospora	673534	G	1	0	1	0.00003
Nakamurella	53460	G	2	1	3	0.00009
Thermobispora	147067	G	1	0	1	0.00003
Blastococcus	38501	G	1	0	1	0.00004
Stackebrandtia	283810	G	1	0	1	0.00003
Collinsella	102106	G	2	5	7	0.00020
Parolsenella	2082587	G	1	0	1	0.00003
Ilumatobacter	682522	G	1	0	1	0.00003
Paenibacillus	44249	G	7	0	7	0.00020
Bacillus	1386	G	4	2	6	0.00018
Virgibacillus	84406	G	1	0	1	0.00003
Geobacillus	129337	G	1	0	1	0.00005
Kroppenstedtia	1274351	G	1	0	1	0.00004
Lactococcus	1357	G	1	0	1	0.00003
Lactobacillus	1578	G	1	0	1	0.00003
Enterococcus	1350	G	1	0	1	0.00003
Lachnoclostridium	1506553	G	3	0	3	0.00008
Faecalibacterium	216851	G	2	3	5	0.00014
Clostridium	1485	G	1	0	1	0.00003
Symbiobacterium	2733	G	1	0	1	0.00003
Synechococcus	1129	G	5	0	5	0.00014
Cyanobium	167375	G	1	0	1	0.00003
Prochlorococcus	1218	G	3	0	3	0.00008
Anabaenopsis	110103	G	1	0	1	0.00004
Deinococcus	1298	G	4	0	4	0.00011
Thermus	270	G	1	0	1	0.00003
Meiothermus	65551	G	1	0	1	0.00003
Marinithermus	186191	G	1	0	1	0.00003
Mycoplasma	2093	G	2	0	2	0.00006
Dehalogenimonas	670486	G	1	18	19	0.00051
Planctopirus	1649480	G	1	0	1	0.00003
Opitutus	178440	G	3	0	3	0.00008
Nibricoccus	2576890	G	2	0	2	0.00005
Verrucomicrobium	2735	G	1	0	1	0.00003
Luteolibacter	518753	G	1	0	1	0.00003
Simkania	34093	G	2	0	2	0.00005
Kiritimatiella	1921784	G	1	1	2	0.00006
Spirosoma	107	G	3	0	3	0.00008
Hymenobacter	89966	G	3	0	3	0.00008
Echinicola	390846	G	1	1	2	0.00006
Bacteroides	816	G	1	0	1	0.00003
Alistipes	239759	G	1	0	1	0.00004
Prevotella	838	G	1	0	1	0.00004
Duncaniella	2518495	G	1	0	1	0.00003
Paludibacter	346096	G	1	0	1	0.00003
Draconibacterium	1471399	G	1	0	1	0.00003
Chryseobacterium	59732	G	1	1	2	0.00007
Chitinophaga	79328	G	1	0	1	0.00003
Niastella	354354	G	1	0	1	0.00003
Mucilaginibacter	423349	G	1	1	2	0.00006
Fibrobacter	832	G	1	0	1	0.00003
Candidatus Cloacimonas	456826	G	1	0	1	0.00003
Terriglobus	392733	G	1	0	1	0.00003
Granulicella	940557	G	1	0	1	0.00003
Acidisarcina	2608728	G	1	0	1	0.00003
Aminomonas	81411	G	2	0	2	0.00005
Leptotrichia	32067	G	1	0	1	0.00003
Nitrospira	1234	G	1	0	1	0.00003
Thermosulfidibacter	412592	G	1	0	1	0.00003
Desulfurispirillum	393029	G	1	0	1	0.00003
Homo	9605	G	14	0	14	0.00037
Halobacterium	2239	G	2	0	2	0.00005
Halomicrobium	203135	G	2	0	2	0.00005
Haloferax	2251	G	1	0	1	0.00003
Haloplanus	376170	G	1	0	1	0.00003
Halorubrum	56688	G	1	0	1	0.00003
Halalkaliarchaeum	2678343	G	1	0	1	0.00003
Halostagnicola	353799	G	1	0	1	0.00003
Salinarchaeum	1269201	G	1	0	1	0.00003
