name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Rahnella	34037	G	2	5	7	0.00069
Dickeya	204037	G	10	6	16	0.00146
Pectobacterium	122277	G	8	9	17	0.00150
Brenneria	71655	G	3	2	5	0.00045
Sodalis	84565	G	2	0	2	0.00017
Xenorhabdus	626	G	4	2	6	0.00057
Photorhabdus	29487	G	4	0	4	0.00042
Providencia	586	G	3	0	3	0.00026
Morganella	581	G	2	6	8	0.00077
Proteus	583	G	2	11	13	0.00118
Arsenophonus	637	G	1	0	1	0.00013
Edwardsiella	635	G	4	15	19	0.00168
Obesumbacterium	82982	G	2	6	8	0.00076
Hafnia	568	G	1	0	1	0.00009
Plesiomonas	702	G	4	8	12	0.00111
Pragia	82984	G	1	1	2	0.00017
Halomonas	2745	G	71	73	144	0.01252
Kushneria	504090	G	6	1	7	0.00065
Chromohalobacter	42054	G	4	2	6	0.00056
Cobetia	204286	G	2	0	2	0.00017
Salinicola	404432	G	2	1	3	0.00029
Zymobacter	33073	G	1	1	2	0.00018
Pistricoccus	1897649	G	1	0	1	0.00012
Marinomonas	28253	G	14	8	22	0.00195
Marinobacterium	48075	G	14	5	19	0.00171
Nitrincola	267849	G	6	14	20	0.00182
Thalassolituus	187492	G	5	8	13	0.00116
Oleispira	188907	G	4	2	6	0.00054
Bacterioplanes	1537406	G	4	1	5	0.00044
Bermanella	599651	G	1	0	1	0.00011
Kangiella	261963	G	17	8	25	0.00224
Alcanivorax	59753	G	7	20	27	0.00236
Ketobacter	2025617	G	4	5	9	0.00083
Hahella	158481	G	10	2	12	0.00109
Gynuella	1445504	G	5	1	6	0.00053
Saccharospirillum	231683	G	3	1	4	0.00036
Endozoicomonas	305899	G	7	2	9	0.00086
Litoricola	418700	G	5	1	6	0.00056
Oleiphilus	141450	G	1	2	3	0.00029
Thioalkalivibrio	106633	G	21	43	64	0.00562
Spiribacter	1335745	G	15	16	31	0.00269
Halorhodospira	85108	G	5	0	5	0.00048
Ectothiorhodospira	1051	G	4	0	4	0.00043
Acidihalobacter	1765964	G	3	12	15	0.00132
Rheinheimera	67575	G	8	38	46	0.00404
Thiocystis	13724	G	7	3	10	0.00087
Nitrosococcus	1227	G	6	0	6	0.00059
Marichromatium	85076	G	4	3	7	0.00068
Thiodictyon	53392	G	2	0	2	0.00022
Sulfuriflexus	1860077	G	8	1	9	0.00079
Granulosicoccus	437504	G	1	0	1	0.00010
Thiohalobacter	1273155	G	6	4	10	0.00089
Sulfurivermis	2034504	G	4	26	30	0.00261
Halothiobacillus	109262	G	3	1	4	0.00043
Wenzhouxiangella	1676142	G	3	0	3	0.00033
Woeseia	1738655	G	3	0	3	0.00028
Guyparkeria	2035712	G	2	2	4	0.00037
Cellvibrio	10	G	22	5	27	0.00234
Simiduia	447467	G	4	1	5	0.00044
Saccharophagus	316625	G	3	0	3	0.00030
Microbulbifer	48073	G	22	8	30	0.00261
Halioglobus	1217416	G	11	6	17	0.00150
Kineobactrum	2678529	G	2	0	2	0.00020
Oceanicoccus	1084558	G	6	0	6	0.00057
Spongiibacter	630749	G	4	9	13	0.00119
Zhongshania	1434050	G	3	1	4	0.00039
Vibrio	662	G	66	55	121	0.01056
Photobacterium	657	G	4	3	7	0.00062
Salinivibrio	51366	G	2	1	3	0.00032
Grimontia	246861	G	2	1	3	0.00034
Methylomonas	416	G	35	6	41	0.00359
Methylomicrobium	39773	G	22	4	26	0.00229
Candidatus Methylospira	1808977	G	6	1	7	0.00066
Methylococcus	413	G	3	1	4	0.00037
Methylocaldum	73778	G	2	1	3	0.00026
Methylovulum	762296	G	2	0	2	0.00023
Stenotrophomonas	40323	G	19	24	43	0.00378
Xanthomonas	338	G	12	2	14	0.00129
Lysobacter	68	G	7	4	11	0.00101
Xylella	2370	G	1	1	2	0.00019
Luteimonas	83614	G	1	0	1	0.00014
Thermomonas	141948	G	1	0	1	0.00015
Arenimonas	490567	G	1	0	1	0.00015
Pseudolysobacter	2709666	G	1	0	1	0.00010
Frateuria	70411	G	2	2	4	0.00037
Dyella	231454	G	2	2	4	0.00040
Luteibacter	242605	G	2	1	3	0.00028
Haemophilus	724	G	6	8	14	0.00126
Aggregatibacter	416916	G	6	8	14	0.00124
Gallibacterium	155493	G	4	5	9	0.00087
Pasteurella	745	G	3	21	24	0.00216
Actinobacillus	713	G	3	7	10	0.00091
Mannheimia	75984	G	1	1	2	0.00019
Otariodibacter	1249016	G	1	0	1	0.00017
Vespertiliibacter	1520333	G	1	1	2	0.00019
Thiolapillus	1608298	G	7	0	7	0.00067
Candidatus Reidiella	2738850	G	7	0	7	0.00068
Sedimenticola	349742	G	5	3	8	0.00077
Candidatus Vesicomyosocius	2732587	G	1	0	1	0.00013
Pseudohongiella	1524249	G	3	0	3	0.00031
Candidatus Thioglobus	655184	G	2	1	3	0.00026
Gallaecimonas	745410	G	1	0	1	0.00013
Aeromonas	642	G	21	47	68	0.00591
Tolumonas	43947	G	2	10	12	0.00106
Oceanimonas	129577	G	1	1	2	0.00023
Oceanisphaera	225143	G	1	0	1	0.00017
Legionella	445	G	13	6	19	0.00170
Aquicella	254245	G	5	0	5	0.00047
Coxiella	776	G	2	20	22	0.00196
Solimonas	413435	G	4	1	5	0.00046
Sinimarinibacterium	1861863	G	2	12	14	0.00126
Steroidobacter	469322	G	5	18	23	0.00207
Sulfurifustis	1692042	G	3	0	3	0.00031
Sulfuricaulis	1744881	G	3	0	3	0.00031
Salinisphaera	180541	G	5	0	5	0.00050
Maricaulis	74317	G	101	42	143	0.01245
Glycocaulis	1433402	G	10	4	14	0.00123
Hyphomonas	85	G	3	1	4	0.00036
Hirschia	2723	G	1	0	1	0.00009
Labrenzia	478070	G	10	0	10	0.00093
Phaeobacter	302485	G	8	3	11	0.00100
Pseudohalocynthiibacter	1759417	G	5	4	9	0.00084
Paracoccus	265	G	4	0	4	0.00038
Sulfitobacter	60136	G	4	6	10	0.00090
Parasedimentitalea	2738399	G	3	0	3	0.00030
Leisingera	191028	G	3	0	3	0.00026
Rhodobacter	1060	G	2	3	5	0.00049
Stappia	152161	G	2	0	2	0.00023
Octadecabacter	53945	G	2	4	6	0.00054
Brevirhabdus	1855413	G	1	2	3	0.00031
Dinoroseobacter	309512	G	1	2	3	0.00031
Tateyamaria	299261	G	1	0	1	0.00010
Boseongicola	1648497	G	1	0	1	0.00009
Epibacterium	1649279	G	1	1	2	0.00026
Marivivens	1759396	G	1	2	3	0.00028
Rhodovulum	34008	G	1	0	1	0.00017
Pseudorhodobacter	238783	G	1	0	1	0.00011
Halovulum	1844498	G	1	0	1	0.00011
Sagittula	58842	G	1	3	4	0.00037
Marinovum	367771	G	1	2	3	0.00026
Defluviimonas	1097466	G	1	1	2	0.00023
Roseovarius	74030	G	1	0	1	0.00010
Yoonia	2211641	G	1	1	2	0.00020
Ruegeria	97050	G	1	0	1	0.00010
Rhizobium	379	G	19	20	39	0.00346
Agrobacterium	357	G	5	9	14	0.00122
Sinorhizobium	28105	G	4	5	9	0.00081
Ensifer	106591	G	1	2	3	0.00028
Georhizobium	2661800	G	1	1	2	0.00025
Bradyrhizobium	374	G	14	6	20	0.00175
Rhodopseudomonas	1073	G	1	1	2	0.00022
Bosea	85413	G	1	0	1	0.00016
Hyphomicrobium	81	G	9	1	10	0.00094
Devosia	46913	G	2	1	3	0.00027
Filomicrobium	119044	G	2	0	2	0.00021
Maritalea	623276	G	1	0	1	0.00010
Youhaiella	1827478	G	1	1	2	0.00019
Mesorhizobium	68287	G	13	6	19	0.00171
Hoeflea	274591	G	2	0	2	0.00025
Oricola	1594166	G	1	0	1	0.00014
Lentilitoribacter	1649463	G	1	0	1	0.00009
Brucella	234	G	3	1	4	0.00042
Ochrobactrum	528	G	3	6	9	0.00085
Methyloceanibacter	1484898	G	4	0	4	0.00042
Nordella	169055	G	1	0	1	0.00011
Pseudorhodoplanes	1734920	G	1	2	3	0.00030
Pyruvatibacter	1742974	G	2	0	2	0.00022
Parvibaculum	256616	G	1	7	8	0.00070
Candidatus Phaeomarinobacter	1541445	G	1	0	1	0.00010
Methylocystis	133	G	3	1	4	0.00038
Terasakiella	196080	G	2	0	2	0.00018
Methylorubrum	2282523	G	2	5	7	0.00062
Methylobacterium	407	G	1	0	1	0.00009
Microvirga	186650	G	1	0	1	0.00013
Pseudolabrys	556257	G	3	3	6	0.00058
Martelella	293088	G	2	1	3	0.00029
Chelatococcus	28209	G	2	2	4	0.00039
Bartonella	773	G	1	0	1	0.00014
Erythrobacter	1041	G	86	25	111	0.00966
Altererythrobacter	361177	G	9	0	9	0.00087
Porphyrobacter	1111	G	3	1	4	0.00036
Croceicoccus	1295327	G	1	0	1	0.00011
Sphingomonas	13687	G	19	8	27	0.00239
Sphingobium	165695	G	6	19	25	0.00218
Novosphingobium	165696	G	5	1	6	0.00058
Sphingopyxis	165697	G	5	2	7	0.00065
Zymomonas	541	G	4	3	7	0.00064
Sphingorhabdus	1434046	G	3	0	3	0.00030
Citromicrobium	72173	G	1	0	1	0.00010
Blastomonas	150203	G	1	0	1	0.00009
Sphingosinicella	335405	G	1	0	1	0.00010
Thalassospira	168934	G	12	13	25	0.00219
Azospirillum	191	G	8	1	9	0.00086
Magnetospirillum	13134	G	3	870	873	0.07584
Nitrospirillum	1543705	G	2	0	2	0.00021
Indioceanicola	2478349	G	2	1	3	0.00031
Tistrella	171436	G	1	4	5	0.00051
Skermanella	204447	G	1	0	1	0.00010
Magnetospira	1182780	G	1	0	1	0.00009
Niveispirillum	1543704	G	1	0	1	0.00011
Hypericibacter	2705399	G	1	0	1	0.00009
Komagataeibacter	1434011	G	5	2	7	0.00069
Acetobacter	434	G	2	0	2	0.00020
Swingsia	1649499	G	2	0	2	0.00022
Parasaccharibacter	1602345	G	2	0	2	0.00020
Neoasaia	320496	G	2	0	2	0.00021
Gluconacetobacter	89583	G	2	0	2	0.00021
Gluconobacter	441	G	2	0	2	0.00020
Stella	93	G	1	0	1	0.00010
Brevundimonas	41275	G	9	3	12	0.00108
Caulobacter	75	G	5	2	7	0.00069
Asticcacaulis	76890	G	1	0	1	0.00012
Emcibacter	1602338	G	3	0	3	0.00034
Candidatus Pelagibacter	198251	G	1	0	1	0.00009
Parvularcula	208215	G	1	0	1	0.00009
Polynucleobacter	44013	G	12	8	20	0.00179
Paraburkholderia	1822464	G	10	10	20	0.00177
Pandoraea	93217	G	9	14	23	0.00207
Burkholderia	32008	G	7	10	17	0.00154
Cupriavidus	106589	G	7	27	34	0.00297
Ralstonia	48736	G	6	21	27	0.00243
Limnobacter	131079	G	1	0	1	0.00012
Massilia	149698	G	6	8	14	0.00128
Collimonas	202907	G	6	3	9	0.00079
Janthinobacterium	29580	G	5	9	14	0.00124
Oxalobacter	846	G	4	1	5	0.00049
Herbaspirillum	963	G	3	2	5	0.00048
Noviherbaspirillum	1344552	G	3	2	5	0.00051
Herminiimonas	303379	G	2	10	12	0.00105
Duganella	75654	G	1	2	3	0.00028
Undibacterium	401469	G	1	0	1	0.00009
Rhodoferax	28065	G	5	2	7	0.00067
Variovorax	34072	G	5	15	20	0.00179
Hydrogenophaga	47420	G	3	1	4	0.00037
Polaromonas	52972	G	3	2	5	0.00045
Comamonas	283	G	3	28	31	0.00270
Ottowia	219181	G	2	1	3	0.00030
Acidovorax	12916	G	1	22	23	0.00206
Serpentinomonas	2490452	G	1	1	2	0.00020
Diaphorobacter	238749	G	1	0	1	0.00013
Verminephrobacter	364316	G	1	0	1	0.00012
Achromobacter	222	G	10	24	34	0.00302
Bordetella	517	G	5	4	9	0.00081
Advenella	290425	G	4	0	4	0.00036
Pigmentiphaga	152267	G	3	1	4	0.00037
Alcaligenes	507	G	2	2	4	0.00037
Kerstersia	257820	G	2	3	5	0.00045
Pusillimonas	305976	G	2	2	4	0.00041
Pelistega	106146	G	1	0	1	0.00015
Aquabacterium	92793	G	4	8	12	0.00107
Thiomonas	32012	G	2	0	2	0.00017
Mitsuaria	65047	G	1	1	2	0.00018
Paucibacter	318147	G	1	1	2	0.00022
Methylovorus	81682	G	13	3	16	0.00146
Methylotenera	359407	G	11	6	17	0.00152
Methylophilus	16	G	5	46	51	0.00443
Methylobacillus	404	G	5	11	16	0.00147
Candidatus Methylopumilus	1679002	G	2	1	3	0.00028
Sulfuriferula	1778653	G	9	11	20	0.00178
Sulfuricella	935200	G	4	3	7	0.00061
Sideroxydans	314343	G	2	1	3	0.00027
Ferriphaselus	1443590	G	2	1	3	0.00030
Gallionella	96	G	1	0	1	0.00013
Candidatus Nitrotoga	453161	G	1	0	1	0.00012
Nitrosomonas	914	G	3	0	3	0.00030
Nitrosospira	35798	G	3	17	20	0.00178
Denitratisoma	311181	G	1	9	10	0.00088
Methyloversatilis	378210	G	1	2	3	0.00033
Thiobacillus	919	G	1	1	2	0.00020
Neisseria	482	G	19	25	44	0.00385
Simonsiella	71	G	3	3	6	0.00058
Kingella	32257	G	2	1	3	0.00034
Snodgrassella	1193515	G	2	3	5	0.00051
Eikenella	538	G	1	1	2	0.00025
Crenobacter	1654931	G	1	1	2	0.00024
Chromobacterium	535	G	7	5	12	0.00108
Iodobacter	32014	G	3	8	11	0.00104
Aquitalea	407217	G	6	4	10	0.00089
Aquaspirillum	187	G	5	4	9	0.00079
Microvirgula	57479	G	2	2	4	0.00035
Vogesella	57739	G	2	1	3	0.00034
Deefgea	400947	G	2	2	4	0.00038
Azoarcus	12960	G	12	37	49	0.00429
Thauera	33057	G	2	8	10	0.00089
Azospira	146937	G	4	28	32	0.00285
Dechloromonas	73029	G	2	1	3	0.00033
Candidatus Kinetoplastibacterium	33055	G	1	0	1	0.00009
Candidatus Accumulibacter	327159	G	1	0	1	0.00013
Desulfobacter	2289	G	6	0	6	0.00055
Desulfobulbus	893	G	1	0	1	0.00009
Desulfocapsa	53318	G	1	0	1	0.00009
Desulfopila	429014	G	1	0	1	0.00010
Geobacter	28231	G	3	0	3	0.00028
Geoalkalibacter	392332	G	1	0	1	0.00015
Pelobacter	18	G	1	0	1	0.00010
Desulfovibrio	872	G	2	0	2	0.00019
Minicystis	1649470	G	1	0	1	0.00009
Desulfobacca	60892	G	1	0	1	0.00009
Desulfarculus	453229	G	1	0	1	0.00013
Arcobacter	28196	G	2	1	3	0.00027
Campylobacter	194	G	1	0	1	0.00010
Helicobacter	209	G	1	0	1	0.00009
Wolinella	843	G	1	0	1	0.00009
Mariprofundus	377315	G	2	0	2	0.00020
Mycolicibacterium	1866885	G	8	1	9	0.00086
Mycobacterium	1763	G	1	0	1	0.00010
Mycolicibacillus	2126281	G	1	0	1	0.00013
Corynebacterium	1716	G	6	3	9	0.00082
Nocardia	1817	G	1	0	1	0.00017
Gordonia	2053	G	1	0	1	0.00011
Arthrobacter	1663	G	1	0	1	0.00012
Kocuria	57493	G	1	0	1	0.00015
Sinomonas	596707	G	1	0	1	0.00012
Glutamicibacter	1742989	G	1	0	1	0.00014
Pseudarthrobacter	1742993	G	1	0	1	0.00009
Brevibacterium	1696	G	3	3	6	0.00059
Gryllotalpicola	1195526	G	2	0	2	0.00022
Mobilicoccus	984996	G	1	0	1	0.00011
Micromonospora	1873	G	8	2	10	0.00093
Plantactinospora	673534	G	1	0	1	0.00012
Microlunatus	29404	G	2	0	2	0.00021
Acidipropionibacterium	1912215	G	2	3	5	0.00045
Propionibacterium	1743	G	1	0	1	0.00010
Actinopolymorpha	117156	G	1	0	1	0.00010
Streptomyces	1883	G	7	4	11	0.00101
Amycolatopsis	1813	G	1	0	1	0.00011
Saccharopolyspora	1835	G	1	0	1	0.00012
Nakamurella	53460	G	2	0	2	0.00021
Bifidobacterium	1678	G	1	0	1	0.00014
Olsenella	133925	G	1	0	1	0.00009
Libanicoccus	1935188	G	1	1	2	0.00023
Denitrobacterium	79603	G	1	0	1	0.00012
Paenibacillus	44249	G	7	1	8	0.00073
Brevibacillus	55080	G	2	0	2	0.00021
Aneurinibacillus	55079	G	2	1	3	0.00032
Bacillus	1386	G	5	4	9	0.00086
Virgibacillus	84406	G	2	0	2	0.00017
Halobacillus	45667	G	1	2	3	0.00026
Geobacillus	129337	G	1	0	1	0.00009
Psychrobacillus	1221880	G	1	1	2	0.00021
Laceyella	292635	G	1	0	1	0.00013
Streptococcus	1301	G	3	2	5	0.00047
Lactobacillus	1578	G	1	0	1	0.00012
Dehalobacterium	51514	G	2	0	2	0.00021
Thermincola	278993	G	2	0	2	0.00019
Desulfitobacterium	36853	G	1	0	1	0.00009
Roseburia	841	G	1	2	3	0.00026
Eubacterium	1730	G	1	0	1	0.00010
Aminipila	2060094	G	1	0	1	0.00010
Thermoclostridium	2304691	G	1	0	1	0.00009
Acetohalobium	28186	G	2	0	2	0.00018
Pelosinus	365348	G	1	0	1	0.00013
Megamonas	158846	G	1	0	1	0.00011
Acidaminococcus	904	G	1	0	1	0.00011
Megasphaera	906	G	1	1	2	0.00026
Peptoniphilus	162289	G	1	3	4	0.00038
Murdochiella	1161127	G	1	2	3	0.00031
Prochlorococcus	1218	G	25	2	27	0.00241
Synechococcus	1129	G	4	0	4	0.00037
Synechocystis	1142	G	1	0	1	0.00009
Acaryochloris	155977	G	1	0	1	0.00009
Leptolyngbya	47251	G	1	1	2	0.00018
Anabaena	1163	G	1	0	1	0.00010
Nostoc	1177	G	1	0	1	0.00009
Scytonema	1203	G	2	0	2	0.00018
Nodularia	159191	G	1	0	1	0.00009
Dolichospermum	748770	G	1	0	1	0.00010
Tolypothrix	111782	G	1	0	1	0.00010
Gloeothece	28070	G	1	0	1	0.00009
Deinococcus	1298	G	5	0	5	0.00044
Marinithermus	186191	G	1	0	1	0.00009
Dehalococcoides	61434	G	1	0	1	0.00009
Bacteroides	816	G	4	1	5	0.00046
Prevotella	838	G	2	1	3	0.00033
Alkalitalea	1193324	G	1	0	1	0.00009
Echinicola	390846	G	2	0	2	0.00026
Cyclobacterium	68288	G	1	0	1	0.00010
Hymenobacter	89966	G	2	0	2	0.00018
Spirosoma	107	G	1	0	1	0.00009
Muricauda	111500	G	2	2	4	0.00036
Chitinophaga	79328	G	2	0	2	0.00017
Niastella	354354	G	1	0	1	0.00009
Arachidicoccus	1769012	G	1	0	1	0.00009
Mucilaginibacter	423349	G	1	0	1	0.00009
Pseudopedobacter	1649482	G	1	0	1	0.00017
Rhodothermus	29548	G	2	8	10	0.00089
Gimesia	1649453	G	1	1	2	0.00025
Planctopirus	1649480	G	1	0	1	0.00009
Fuerstia	1936111	G	1	1	2	0.00017
Bythopirellula	1400386	G	1	0	1	0.00009
Singulisphaera	466152	G	1	0	1	0.00009
Nibricoccus	2576890	G	2	0	2	0.00018
Coraliomargarita	442430	G	1	2	3	0.00026
Simkania	34093	G	1	0	1	0.00009
Candidatus Protochlamydia	282132	G	1	0	1	0.00009
Leptospira	171	G	3	0	3	0.00026
Salinispira	1616789	G	1	0	1	0.00009
Fusobacterium	848	G	1	0	1	0.00012
Acidobacterium	33973	G	1	0	1	0.00009
Chloracidobacterium	458032	G	1	1	2	0.00018
Caldithrix	187144	G	1	0	1	0.00009
Deferribacter	53572	G	1	0	1	0.00010
Methanohalophilus	2175	G	2	1	3	0.00027
Methanosarcina	2207	G	2	0	2	0.00019
Methanolobus	2220	G	1	0	1	0.00015
Halohasta	1450140	G	2	1	3	0.00026
Haloarcula	2237	G	1	1	2	0.00019
Candidatus Nitrosocosmicus	1826864	G	2	0	2	0.00017
Homo	9605	G	13	0	13	0.00115
