"e6, 5A",0.066,0.05,0.05,0.05,0.05,0.05,0.065,0.066,0.102,0.081,0.304,0.603,1.3630000000000002,1.72,1.215,1.113,0.575,0.47,0.285,0.38799999999999996,0.26899999999999996,0.278,0.196,0.12,0.212,0.20199999999999999,0.191,0.248,0.327,0.25,0.247,0.223,0.268,0.158,0.17300000000000001,0.18100000000000002,0.191,0.155,0.11,0.095,0.125,0.14800000000000002,0.161,0.152,0.084,0.09699999999999999,0.14,0.124,0.083,0.055999999999999994,0.05,0.055999999999999994,0.051,0.065
"e6, 5B",0.05,0.055999999999999994,0.051,0.05,0.05,0.05,0.064,0.08900000000000001,0.05,0.09300000000000001,0.312,0.855,1.921,2.354,1.7280000000000002,1.781,1.041,0.58,0.27399999999999997,0.361,0.23600000000000002,0.258,0.244,0.19899999999999998,0.218,0.272,0.306,0.263,0.29600000000000004,0.257,0.233,0.22699999999999998,0.149,0.152,0.177,0.145,0.11599999999999999,0.13,0.139,0.11199999999999999,0.107,0.13,0.142,0.136,0.125,0.125,0.14300000000000002,0.083,0.07400000000000001,0.05,0.069,0.05,0.05,0.073
"e6, 5C",0.057,0.05,0.05,0.05,0.05,0.05,0.05,0.084,0.11199999999999999,0.212,0.608,1.493,2.342,1.246,1.212,1.0290000000000001,0.545,0.439,0.259,0.278,0.2,0.195,0.24600000000000002,0.196,0.163,0.226,0.256,0.263,0.254,0.239,0.285,0.215,0.217,0.17800000000000002,0.182,0.149,0.11199999999999999,0.163,0.092,0.14400000000000002,0.111,0.121,0.106,0.09699999999999999,0.154,0.145,0.055,0.069,0.055999999999999994,0.05,0.069,0.05,0.055,0.05
"e6, 6A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.055999999999999994,0.07,0.171,0.258,0.715,0.976,1.517,2.647,3.883,1.2830000000000001,1.358,0.892,0.927,0.8740000000000001,0.7759999999999999,0.937,0.963,0.968,0.8220000000000001,1.0659999999999998,0.72,0.963,0.594,0.797,0.597,0.647,0.461,0.37799999999999995,0.387,0.266,0.295,0.24,0.222,0.271,0.231,0.305,0.28800000000000003,0.258,0.08900000000000001,0.115,0.05,0.05,0.05,0.07400000000000001,0.05
"e6, 6B",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.16399999999999998,0.41100000000000003,0.555,0.7879999999999999,1.3219999999999998,4.508,1.746,1.598,0.985,1.053,0.7809999999999999,0.47700000000000004,0.57,0.644,0.622,0.633,0.479,0.354,0.52,0.409,0.564,0.34299999999999997,0.58,0.332,0.33299999999999996,0.268,0.161,0.27399999999999997,0.107,0.145,0.23600000000000002,0.152,0.22699999999999998,0.22,0.17,0.07400000000000001,0.051,0.05,0.06,0.05,0.05,0.05
"e6, 6C",0.055999999999999994,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.084,0.135,0.5379999999999999,0.653,1.09,1.911,4.34,1.46,1.361,0.846,0.755,0.7120000000000001,0.546,0.7,0.8029999999999999,0.809,0.795,0.833,0.631,0.7170000000000001,0.5,0.7809999999999999,0.557,0.732,0.506,0.41200000000000003,0.39,0.24100000000000002,0.24100000000000002,0.154,0.182,0.255,0.212,0.22899999999999998,0.326,0.309,0.156,0.064,0.05,0.05,0.05,0.05,0.05
"e6, 7A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.055999999999999994,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.187,0.373,0.943,1.5119999999999998,0.627,0.43200000000000005,0.319,0.239,0.273,0.14300000000000002,0.127,0.08,0.09699999999999999,0.134,0.061,0.083,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.055999999999999994,0.05,0.05,0.05,0.05
"e6, 7C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.084,0.146,0.33,0.909,0.792,0.36700000000000005,0.349,0.34700000000000003,0.29100000000000004,0.172,0.215,0.162,0.182,0.15,0.09300000000000001,0.10099999999999999,0.09699999999999999,0.107,0.083,0.06,0.065,0.05,0.05,0.05,0.05,0.05,0.05
"e6, 8A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.12300000000000001,0.11800000000000001,0.475,1.56,1.9080000000000001,1.726,1.584,1.234,0.40399999999999997,0.59,0.68,0.82,1.018,1.124,1.204,1.163,1.104,1.102,0.815,0.8290000000000001,0.7390000000000001,0.542,0.541,0.281,0.316,0.225,0.221,0.263,0.259,0.23199999999999998,0.21600000000000003,0.05,0.055,0.05,0.05,0.05,0.05,0.05,0.05
"e6, 8B",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.07,0.05,0.05,0.109,0.27899999999999997,0.745,1.689,1.819,1.492,1.0979999999999999,1.2309999999999999,0.8340000000000001,0.905,0.8059999999999999,1.0,0.7090000000000001,0.602,0.579,0.605,0.753,0.635,0.496,0.42200000000000004,0.311,0.371,0.312,0.26899999999999996,0.059000000000000004,0.06,0.06,0.05,0.05,0.05,0.05
"e6, 8C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.106,0.122,0.141,0.43700000000000006,1.341,1.7169999999999999,2.0269999999999997,1.9169999999999998,1.47,1.189,0.35600000000000004,0.545,0.625,0.633,0.705,0.812,0.664,0.802,0.5920000000000001,0.6459999999999999,0.5820000000000001,0.637,0.563,0.366,0.22399999999999998,0.40399999999999997,0.439,0.261,0.221,0.295,0.26,0.27899999999999997,0.326,0.19399999999999998,0.051,0.05,0.05,0.05,0.05,0.065,0.055
"e6, 9A",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.11199999999999999,0.135,0.353,1.159,3.009,2.8560000000000003,1.315,1.443,0.983,1.266,1.249,1.1,0.812,0.69,0.513,0.452,0.7070000000000001,0.7659999999999999,0.5539999999999999,0.556,0.5,0.6,0.534,0.506,0.581,0.47,0.541,0.517,0.626,0.588,0.46799999999999997,0.326,0.07,0.10099999999999999,0.06,0.079,0.092,0.065,0.06,0.05
"e6, 9B",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.079,0.075,0.12300000000000001,0.37799999999999995,1.459,2.593,2.596,1.028,1.19,0.948,0.987,0.79,0.703,0.455,0.44799999999999995,0.385,0.289,0.624,0.607,0.415,0.41600000000000004,0.32,0.364,0.36200000000000004,0.342,0.41700000000000004,0.316,0.311,0.382,0.361,0.381,0.289,0.209,0.078,0.05,0.055999999999999994,0.06,0.05,0.05,0.05,0.05
"e6, 9C",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.075,0.098,0.294,1.219,1.6440000000000001,2.6289999999999996,1.9140000000000001,1.946,0.608,0.672,0.402,0.41100000000000003,0.322,0.41,0.63,0.627,0.44299999999999995,0.436,0.434,0.507,0.841,0.863,0.5589999999999999,0.46399999999999997,0.46299999999999997,0.42200000000000004,0.41100000000000003,0.341,0.38299999999999995,0.316,0.252,0.25,0.335,0.276,0.228,0.162,0.05,0.05,0.05,0.07,0.05,0.05,0.078,0.05
